pos_group,date,player_team,npg,key_passes,shots,goals,xG,xA,xA_sum,npxG,npxG_sum,assists,xGChain,xGBuildup,opponent,npxG_share,xA_share,team_XG_avg,team_Rolling_Threat,Team_code,opp_XGC_avg,opp_Rolling_Threat_Against,xA2,Adjusted_XG,Adjusted_XA,Rolling_Adjusted_XG,Rolling_Adjusted_XA,Rolling_XG_Share,Rolling_XA_Share,Rolling_Adjusted_XG2,Rolling_Adjusted_XA2,XGIndex,XAIndex
DL,2025-05-10,Fulham,0.0,0.0,1.0,0.0,0.0447527430951595,0.0,0.0,0.0447527430951595,0.0447527430951595,0.0,0.7282707691192627,0.7282707691192627,Everton,0.03702594724391128,0.0,1.2973133152914844,1.3584726293413858,54,1.0046133663827208,1.351557072656138,0.0,0.03798769592696806,0.0,0.02125041624327276,0.07468045136536912,0.023611213833053573,0.09797909078291427,0.009546650959334938,0.038506843455714077,0.01539853360130385,0.0565936474105416
DL,2025-05-18,Fulham,0.0,1.0,0.0,0.0,0.0,0.0556316375732421,0.0556316375732421,0.0,0.0,0.0,0.0764993801712989,0.0764993801712989,Brentford,0.0,0.1331768594462315,1.3045080148412582,1.3874135506737124,54,1.2288345881512537,1.4232789593620612,0.02781581878662105,0.0,0.020976340785033,0.019226567077246785,0.0679674375428271,0.021362526801334186,0.10133125922703971,0.008913680900769109,0.037002547464943886,0.014070123989007947,0.05248499250388549
DL,2025-05-25,Fulham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0383698530495166,0.0383698530495166,Man City,0.0,0.0,1.3394577367514828,1.3914868568394985,54,0.833829391384906,0.8259869274334035,0.0,0.0,0.0,0.01739546545084233,0.05947150784997371,0.01932800043930236,0.09168066311017879,0.008543804075273217,0.03546711166193981,0.012969634763057774,0.04746930975595676
DL,2025-08-16,Fulham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1087796464562416,0.1087796464562416,Brighton,0.0,0.0,1.3280903729073912,1.392550999734561,54,1.436377800946134,1.3176367025726532,0.0,0.0,0.0,0.015738754455524015,0.052037569368727,0.017487238492702135,0.08294917138539987,0.007955560066810082,0.03302518816406725,0.011847157261167049,0.04253137876639712
DL,2025-08-24,Fulham,0.0,1.0,0.0,0.0,0.0,0.3176833391189575,0.3176833391189575,0.0,0.0,0.0,0.3724768161773681,0.0547934807837009,Man Utd,0.0,0.2635981811897263,1.2924225776917853,1.3422321247677411,54,1.3171309613970528,1.111303233999046,0.15884166955947876,0.0,0.13081817894066536,0.014239825459759823,0.06188514556521929,0.015821787207682885,0.1001538389858119,0.00747257121406585,0.03756110970492523,0.010856198336912837,0.049723127635072265
DL,2025-08-30,Fulham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chelsea,0.0,0.0,1.3040297215191203,1.3794531091717734,54,0.928170479173565,1.0398510914460266,0.0,0.0,0.0,0.012883651606449364,0.05414950236956688,0.014314950330760705,0.0906153781300203,0.0071049166806340346,0.03571308285203269,0.009994284143541698,0.04493129261079978
DMC,2022-08-06,Fulham,0.0,0.5,1.5,0.0,0.10271310061216349,0.03307915106415745,0.0661583021283149,0.10271310061216349,0.20542620122432698,0.0,0.1160824969410896,0.04355210065841675,Liverpool,0.20257116422943106,0.09520710309076276,1.0192680962555962,1.5,54,0.8668940018315019,1.5,0.016539575532078726,0.08679146639662284,0.013975763611957617,0.08679146639662284,0.013975763611957617,0.20257116422943106,0.09520710309076276,0.045968455356446156,0.03762897291517552,0.0663799608765345,0.02580236826356657
DMC,2022-08-13,Fulham,0.0,1.0,0.0,0.0,0.0,0.0368067510426044,0.0736135020852088,0.0,0.0,0.0,0.0306275002658367,0.01886940002441405,Wolves,0.0,0.145316987799946,1.5526832333129832,1.49,54,1.7367351381108729,1.48,0.0184033755213022,0.0,0.011442269712084627,0.07852561245408733,0.013659076874473495,0.18327867239805667,0.09997947306306593,0.04023520271260593,0.032966472666928356,0.05938040758334663,0.023312774770700925
DMC,2022-08-20,Fulham,0.5,0.0,2.0,0.5,0.10102504957467315,0.0,0.0,0.10102504957467315,0.2020500991493463,0.0,0.1537273041903972,0.06831760145723814,Brentford,0.03306852758610083,0.0,1.2666832333129832,1.45,54,1.3531604474333536,1.35375,0.0,0.07464232861523984,0.0,0.07815577589800662,0.011951692265164307,0.16897294432072754,0.09045761848563108,0.042102387670313095,0.028839248037860886,0.06012908178415986,0.020395470151512596
DMC,2022-08-27,Fulham,0.0,1.0,0.5,0.0,0.03252094984054565,0.04947995021939275,0.0989599004387855,0.03252094984054565,0.0650418996810913,0.0,0.06557359872385855,0.05886099860072135,Arsenal,0.03498701764983026,0.1089186500134773,1.46934989997965,1.62125,54,0.8041539722577206,1.51890625,0.024739975109696374,0.027998370019817566,0.021299469443501768,0.07337888010008387,0.01312016441245649,0.15621237987588016,0.09221581196447358,0.04022095377944265,0.027741411339730005,0.05679991693976326,0.020430787876093245
DMC,2022-08-30,Fulham,0.0,0.0,1.0,0.0,0.02479095011949535,0.0,0.0,0.02479095011949535,0.0495819002389907,0.0,0.0381047995761036,0.0201843995600938,Brighton,0.022901105808217765,0.0,1.4269604682785253,1.58234375,54,1.0063623558345411,2.28794921875,0.0,0.015050762235579879,0.0,0.06782382125584539,0.011480143860899428,0.1435160680599123,0.08343335368214276,0.035741005006086304,0.02374314904408948,0.05178241313096585,0.017611646452494453
DMC,2022-09-03,Fulham,0.0,0.5,0.0,0.0,0.0,0.01683894917368885,0.0336778983473777,0.0,0.0,0.0,0.1300101540982723,0.1131712049245834,Spurs,0.0,0.09269289264380733,1.3870857835551331,1.50330078125,54,1.302737580171053,1.4033984375,0.008419474586844425,0.0,0.00622250657902286,0.06136440970766964,0.010822939200664856,0.1298478711018254,0.08431521453563462,0.03163040411551021,0.021541343994257865,0.04649740691158993,0.016182141597461362
DMC,2022-09-16,Fulham,1.0,1.0,1.0,1.0,0.1620269995182752,0.08024849742650984,0.1604969948530197,0.1620269995182752,0.3240539990365504,0.0,0.5606454908847809,0.31836999952793116,Nott'm Forest,0.12005597974336152,0.1192869542970963,1.3512244159766809,1.40788818359375,54,1.796264222048357,2.601382751464844,0.04012424871325492,0.07368804294394499,0.0182480535408691,0.06253808906350539,0.011751078493190388,0.12891531002006695,0.0876458564176786,0.031971819432540786,0.019139145329732175,0.04725495424802309,0.015445111911461282
DMC,2022-10-01,Fulham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2478954941034317,0.2478954941034317,Newcastle,0.0,0.0,1.4467482255004904,1.4819021606445313,54,1.119260538456541,1.3329882049560546,0.0,0.0,0.0,0.05658208058126678,0.010282193681541589,0.11663766144672724,0.0792986319969473,0.028835705271418283,0.017261787526339105,0.04270889292634253,0.013771990603940347
DMC,2022-10-09,Fulham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12964919954538345,0.12964919954538345,West Ham,0.0,0.0,1.4161965340103508,1.3766643905639648,54,1.4258807089861794,1.4521823453903198,0.0,0.0,0.0,0.051193311002098514,0.00899691947134889,0.10552931273751512,0.07174638133057136,0.025619804874361635,0.015336667650222024,0.03840655793823007,0.012166793560785457
DMC,2022-10-15,Fulham,0.0,1.5,1.0,0.0,0.01805995032191275,0.0893134996294975,0.178626999258995,0.01805995032191275,0.0361199006438255,0.0,0.1944949999451637,0.11388560011982915,Bournemouth,0.021093001371756397,0.1725033415362788,1.3817328278315664,1.3283313417434692,54,1.731070069859438,1.8528197783231728,0.04465674981474875,0.010078407030880678,0.02492082720533064,0.04727760586198253,0.010987407938096608,0.09748775927410953,0.0813422823025435,0.022932489454116033,0.015144544909500022,0.03510504765804928,0.013065976423798316
DMC,2022-10-20,Fulham,0.5,0.5,1.5,0.5,0.0691237514838576,0.0478214994072914,0.0956429988145828,0.0691237514838576,0.1382475029677152,0.0,0.4360654801130295,0.38824398815631866,Aston Villa,0.032151000501370805,0.044042183901573044,1.4197376297897248,1.4860399240255355,54,1.3321905914498977,1.2493854738026855,0.0239107497036457,0.0535515899874091,0.01852414889143021,0.0478751281596422,0.01192950055726331,0.091265210819563,0.07778989197864156,0.024668908464639826,0.015070286897794043,0.03627201831214101,0.013499893727528675
DMC,2022-10-23,Fulham,0.0,1.5,1.0,0.0,0.24463799595832825,0.38024500012397766,0.7604900002479553,0.24463799595832825,0.4892759919166565,0.5,0.8695230185985564,0.3023969978094101,Leeds,0.09883904900457201,0.19210570080960757,1.4481797831525365,1.6027849335223436,54,1.6040618848782604,1.530438782274723,0.44012250006198883,0.15609375906148967,0.280824633201782,0.05818166443600862,0.04554139213782815,0.09198652874194481,0.088677111867305,0.028893410412732627,0.020808575479487054,0.04353753742437062,0.033174983808657604
DMC,2022-10-29,Fulham,0.0,1.0,2.0,0.0,0.05013100057840345,0.05920799821615215,0.1184159964323043,0.05013100057840345,0.1002620011568069,0.0,0.21704699844121925,0.20241049677133555,Everton,0.028366361544064387,0.07365003008137841,1.5591797831525362,1.6449368168320506,54,1.1449141961401936,2.095275673770812,0.029603999108076075,0.03094324875460483,0.018273002692209005,0.05558752960920826,0.04213284345712576,0.08592746519928954,0.08724596122102626,0.02782240012289849,0.019766452088899114,0.04170496486605337,0.030949647773012436
DMC,2022-11-05,Fulham,0.0,0.5,0.0,0.0,0.0,0.02598785050213335,0.0519757010042667,0.0,0.0,0.0,0.02598785050213335,0.0,Man City,0.0,0.5729562812420967,1.4481797831525365,1.7843197147280443,54,0.920773034733083,0.9050864823593292,0.012993925251066674,0.0,0.014233214690863877,0.05029347917023604,0.03864538986134302,0.07774389708507148,0.1335040869373187,0.026171406816184205,0.019518661192171067,0.038232442993210124,0.029082025526757045
DMC,2022-11-13,Fulham,0.0,1.0,2.0,0.0,0.10263614915311331,0.1820250004529953,0.3640500009059906,0.10263614915311331,0.20527229830622662,0.0,0.05659294873476025,0.05659294873476025,Man Utd,0.06029695429530164,0.40914355548917286,1.4467400795970011,1.6312797503870389,54,1.2537755650815192,1.6308746625244384,0.09101250022649765,0.07116020387559678,0.06310123796328067,0.0522807862850323,0.04170237087408522,0.07608228348604579,0.15975546489463813,0.028259689726250446,0.021702972613296113,0.040270238005641376,0.031702671743690666
DMC,2022-12-26,Fulham,0.0,0.5,1.5,0.0,0.05610249936580655,0.0170456506311893,0.0340913012623786,0.05610249936580655,0.1122049987316131,0.0,0.4757964611053467,0.4647794105112552,Crystal Palace,0.020164340776523616,0.01052577691317658,1.4420101102566456,1.427369781588659,54,1.155962901295086,1.535520522763418,0.00852282531559465,0.04168890572709473,0.006333180609184678,0.05127203575570491,0.037281222090972656,0.07075676513275796,0.14554311365830847,0.028479209475858944,0.02033056771860273,0.039875622615781925,0.028805894904787695
DMC,2022-12-31,Fulham,0.5,0.0,1.0,0.5,0.20371249318122864,0.0,0.0,0.20371249318122864,0.4074249863624573,0.0,0.0071903001517057,0.0,Southampton,0.2783409335526804,0.0,1.5230838602566457,1.7301985588900766,54,1.876979499050936,1.864698603831182,0.0,0.10888830496899995,0.0,0.05675929949030444,0.03262106932960107,0.09052668593465533,0.13168186473846957,0.03167668602018403,0.018143542567111814,0.04421799275524424,0.025382305948356443
DMC,2023-01-03,Fulham,0.0,0.5,1.0,0.0,0.026946199126541552,0.02797254920005795,0.0559450984001159,0.026946199126541552,0.053892398253083104,0.0,0.2720489948987961,0.22551050782203674,Leicester,0.02018549086939533,0.03490923659651497,1.461213309477418,1.640173739028817,54,1.520670059703849,1.6859396269427664,0.013986274600028974,0.01680665984310747,0.008723403199505354,0.052954286190571395,0.029633861063339106,0.08382752449986866,0.12246542396304533,0.02980774618514234,0.017023400111075497,0.04138101618785687,0.0233286305872073
DMC,2023-01-12,Fulham,0.0,0.0,0.5,0.0,0.0141847999766469,0.0,0.0,0.0141847999766469,0.0283695999532938,0.0,0.1851315051317215,0.1851315051317215,Chelsea,0.019889918793313293,0.0,1.45995394590198,1.5339020216502148,54,1.1156179721997903,1.4738135040401312,0.0,0.01095591839892551,0.0,0.048954441638986074,0.02592962843042172,0.07773822871829196,0.11080205025227911,0.028356822600637006,0.015866275748969063,0.03865563211981154,0.02089795208969539
DMC,2023-01-15,Fulham,0.0,0.5,0.5,0.0,0.01754524931311605,0.04424019902944565,0.0884803980588913,0.01754524931311605,0.0350904986262321,0.0,0.0,0.0,Newcastle,0.07588759443921039,0.28896050128242906,1.476011838358927,1.458414268943938,54,0.7307179288321292,1.3424375461418152,0.022120099514722824,0.01692612978130505,0.021339547160591832,0.04590412622396883,0.025355868271692984,0.07756197783456992,0.12776952177896006,0.02773342653901787,0.016110921696088118,0.03681877638149335,0.02073339498389055
DMC,2023-01-23,Fulham,0.0,0.0,2.0,0.0,0.4092705100774765,0.0,0.0,0.4092705100774765,0.818541020154953,0.0,0.1766629964113235,0.1037729978561401,Spurs,0.374312622790504,0.0,1.4147805953431956,1.3311124853259455,54,1.6742728491571237,1.6639034232267105,0.0,0.24520605065903917,0.0,0.06488526188445172,0.022186384737731362,0.10582394402084935,0.11560099589524958,0.030750927930512727,0.014766394282785237,0.04781809490748222,0.0184763895102583
DMC,2023-02-03,Fulham,0.0,1.0,1.5,0.0,0.0772685036063194,0.03940574824810025,0.0788114964962005,0.0772685036063194,0.1545370072126388,0.0,0.22194100171327585,0.14994649961590759,Chelsea,0.15584740247056525,0.14754866289445093,1.3435168453431954,1.3084734246602026,54,1.123723125082861,1.400250062276885,0.019702874124050127,0.06122767388598743,0.015612585920265439,0.06453692017031226,0.021364659885548122,0.1105880829208223,0.11864363084755447,0.03187194868523595,0.014615273997705205,0.048204434427774105,0.01798996694162666
DMC,2023-02-11,Fulham,0.0,0.5,1.0,0.0,0.05807855073362585,0.05945200100541115,0.1189040020108223,0.05807855073362585,0.1161571014672517,0.0,0.2728699557483196,0.2728699557483196,Nott'm Forest,0.03389298215806385,0.03843793734800526,1.2447789587304137,1.2649142465776773,54,1.43089299807927,1.611685861036848,0.029726000502705574,0.03817718680297273,0.01954000331898783,0.06202646937342278,0.021136577814728087,0.1032837876100834,0.11100499337140693,0.03135648509367127,0.014480571071514412,0.046691477233547024,0.01780857444312125
DMC,2023-02-18,Fulham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0316227488219738,0.0316227488219738,Brighton,0.0,0.0,1.3089350750261233,1.280549965755467,54,1.3754974934604245,1.236285231798938,0.0,0.0,0.0,0.056119186575953946,0.018494505587887077,0.09344723640912309,0.10043308924079675,0.029309076941358685,0.013535068437102617,0.042714131758656314,0.016014787012494848
DMC,2023-02-24,Fulham,0.0,0.5,1.0,0.0,0.0161988493055105,0.0069917500950396,0.0139835001900792,0.0161988493055105,0.032397698611021,0.0,0.26481673726812005,0.2564877481199801,Wolves,0.0177398709142628,0.008210747451028995,1.2690660354715266,1.182981220036034,54,1.5270489651721135,1.5309029183520164,0.0034958750475198,0.010594574357293138,0.0022864159938913013,0.051783509221795775,0.016468494388637605,0.0862370111238983,0.09165000907034268,0.027598161983293807,0.012614649536275533,0.03969083560254479,0.014541571962456569
DMC,2023-03-06,Fulham,0.0,0.5,1.0,0.0,0.0181832499802112,0.0128917498514056,0.0257834997028112,0.0181832499802112,0.0363664999604224,0.0,0.03757835179567335,0.0322868488729,Brentford,0.010465094509640498,0.07516119798310072,1.2288629479522175,1.1526085675315298,54,1.1927930043944868,1.763469113986439,0.0064458749257028,0.012301514041772271,0.004360827739614004,0.04802331920465068,0.014955036057509655,0.0790206381130166,0.09007964610965298,0.02617355266517862,0.011900385659237662,0.03709843593491465,0.01342771085837366
DMC,2023-03-12,Fulham,0.0,1.0,0.0,0.0,0.0,0.10491099953651425,0.2098219990730285,0.0,0.0,0.0,0.22376949340105054,0.1824219971895218,Arsenal,0.0,0.3072420730871798,1.2259755818818163,1.1460324965900883,54,0.947833965972386,1.0483769611626932,0.05245549976825713,0.0,0.052555067257887604,0.04344966975658871,0.019655039957556898,0.07149486305463407,0.11076178201227457,0.024867354369374244,0.013934247024879748,0.034158512062981476,0.01679464349121832
DMC,2023-04-01,Fulham,0.0,0.5,0.0,0.0,0.0,0.0471966005861759,0.0943932011723518,0.0,0.0,0.5,0.2422954961657524,0.1950989961624145,Bournemouth,0.0,0.0968534729281135,1.1823057623371036,1.1065284345163275,54,1.805389704099792,2.1299102823281846,0.27359830029308796,0.0,0.13904825616175187,0.03931160597024693,0.034579191983081264,0.06468582847800225,0.10943718114711637,0.02242084188656679,0.0180330245832319,0.03086622392840686,0.026306108283156583
DMC,2023-04-08,Fulham,0.0,1.0,1.0,0.0,0.0322732515633106,0.0175720006227493,0.0351440012454986,0.0322732515633106,0.0645465031266212,0.0,0.10976004786789409,0.0774865467101335,West Ham,0.07069350198269453,0.06814249588252333,1.144932735843997,1.0632123802017863,54,1.4512057049466829,1.4749473701988316,0.00878600031137465,0.022058484798650316,0.006005154266194862,0.03766845157295202,0.031007437268470463,0.06525798785940151,0.1055043539790599,0.021883595740656084,0.017014097538081675,0.02977602365680405,0.024010767403276068
DMC,2023-04-15,Fulham,0.5,1.5,1.5,0.5,0.21929744631052017,0.08083750307559966,0.1616750061511993,0.21929744631052017,0.43859489262104034,0.0,0.5856725275516509,0.37586348876357073,Everton,0.11344324251100099,0.07517192914319586,1.0820077358439966,1.1015608326765634,54,1.5391751411931966,1.693156726706641,0.04041875153779983,0.13568993239113508,0.025009035699085778,0.04700383069849326,0.030257637072297377,0.06984705973098242,0.10261555161373952,0.02490109713215094,0.016889669081138526,0.0359524639153221,0.02357365307671795
DMC,2023-04-22,Fulham,0.0,0.5,0.5,0.0,0.00780611671507355,0.010630352422595,0.02126070484519,0.00780611671507355,0.0156122334301471,0.0,0.05504723265767095,0.03661076352000235,Leeds,0.00542554330028319,0.04686918934457652,1.1642914858439966,1.158865728591993,54,1.8521024810324007,1.5679444720686315,0.0053151762112975,0.0045649178634787875,0.00310824750898704,0.04296202947611093,0.026863963376883584,0.06371167721377297,0.09730637425477162,0.02300026999093274,0.015600994924592064,0.032981149733521835,0.021232479150737824
DMC,2023-04-25,Fulham,0.0,0.5,0.0,0.0,0.0,0.0399320013821125,0.079864002764225,0.0,0.0,0.0,0.079864002764225,0.079864002764225,Aston Villa,0.0,1.0,1.2113830043377043,1.1477575125179935,54,1.1994777420974607,1.2617787341720783,0.01996600069105625,0.0,0.01622423415321445,0.03887040762124322,0.025533997223924944,0.057643898431508876,0.18327719575431717,0.02158503090415446,0.015452255387392776,0.030227719262698842,0.02049312630565886
DMC,2023-04-30,Fulham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18070799112319946,0.18070799112319946,Man City,0.0,0.0,1.1706496819446497,1.0442878234532444,54,0.770562626361242,0.7964994256746546,0.0,0.0,0.0,0.03516846403826768,0.022342247570934327,0.05215400334279374,0.16582222473009647,0.0207394038336064,0.014846889311494015,0.027953933935937036,0.01859456844121417
DMC,2023-05-03,Fulham,0.0,0.0,1.0,0.0,0.0423332042992115,0.0,0.0,0.0423332042992115,0.084666408598423,0.0,0.05206835223361845,0.0462261363863945,Liverpool,0.05719734229254148,0.0,1.1284538796959742,0.961251845521589,54,1.230463130745497,1.110896322367503,0.0,0.03616121757206187,0.0,0.035263011993867124,0.019549466624567535,0.05263432133800781,0.15002963189865873,0.021333504731765936,0.013977841695524292,0.02829825836281653,0.016763654160045913
DMC,2023-05-08,Fulham,0.0,1.0,1.5,0.0,0.3315461613237857,0.0439289025962352,0.0878578051924704,0.3315461613237857,0.6630923226475715,0.5,0.7737851440906525,0.4807991683483124,Leicester,0.18805508814256236,0.027640251896994348,1.0904001193827302,0.9660953648313904,54,1.7935950483945116,1.5612112705886187,0.2719644512981176,0.19765442758810595,0.16213421905116254,0.05072886109808034,0.03737256067789191,0.06553153722415586,0.13837350046992877,0.024351006123260792,0.018076619253876443,0.03753993361067057,0.027724589965884176
DMC,2023-05-13,Fulham,0.0,1.0,0.5,0.0,0.03782922774553295,0.3003760278224945,0.600752055644989,0.03782922774553295,0.0756584554910659,0.5,0.40994996577501297,0.07174471393227574,Southampton,0.029766785739015637,0.3245556753409906,1.1915251193827303,1.0278334442274666,54,1.9401779529081007,1.431429256265538,0.40018801391124725,0.022439878312399665,0.23738709113113507,0.048034672261348846,0.0623743769845473,0.062125370416047265,0.15610513617193467,0.023420449343985336,0.02422478559140467,0.03572756080266709,0.04329958128797599
DMC,2023-05-20,Fulham,0.0,0.5,0.0,0.0,0.0,0.21353663504123685,0.4270732700824737,0.0,0.0,0.0,0.21353663504123685,0.0,Crystal Palace,0.0,0.22743131918480144,1.201107777214005,1.0456042636990333,54,1.0550425936899974,1.1024534100042669,0.10676831752061842,0.0,0.09897428995261157,0.04345994156979181,0.06694936610555534,0.05620866847166181,0.1628981059826839,0.02215721119737603,0.0278668781364401,0.03280857638358392,0.04740812212099772
DMC,2023-05-28,Fulham,0.0,0.0,0.5,0.0,0.01081494521349665,0.0,0.0,0.01081494521349665,0.0216298904269933,0.0,0.0,0.0,Man Utd,0.009651917808720357,0.0,1.2740457660868851,1.062403730736654,54,0.9936789526851136,1.1751195991711896,0.0,0.00997321323756879,0.0,0.04027072934767534,0.05858069534236092,0.05177469221804834,0.1473840006509997,0.021454508670303383,0.026355937012763415,0.03086261900898936,0.042468316177562165
DMC,2023-10-23,Fulham,0.0,0.0,1.5,0.0,0.0366760990582406,0.0,0.0,0.0366760990582406,0.0733521981164812,0.0,0.0112180924043059,0.00560904620215295,Spurs,0.04917433753259217,0.0,1.1685970921774722,1.0732416139951406,54,1.4065051029401596,1.211765526413475,0.0,0.028015514245977487,0.0,0.03910356600465649,0.0512581084245658,0.051527039390862034,0.13334742916042833,0.02145094163463555,0.024630762618023095,0.03027725381964602,0.03794443552129445
DMC,2023-10-29,Fulham,0.5,0.5,1.0,0.5,0.0431791730225086,0.01172572094947095,0.0234514418989419,0.0431791730225086,0.0863583460450172,0.0,0.0996912345290184,0.05829327553510665,Brighton,0.07749674649546544,0.048445472553302484,1.0983227763239434,1.047836412245748,54,1.5096182251560164,1.2636785849602774,0.005862860474735475,0.031139236784899306,0.004228080062219973,0.03834505845991771,0.045379354879272575,0.05400034482939569,0.12526152853117825,0.021520657773647377,0.023134456236151717,0.02993285811678254,0.034256905557712145
DMC,2023-11-04,Fulham,0.0,1.5,2.5,0.0,0.2425408586859703,0.06102403253316875,0.1220480650663375,0.2425408586859703,0.4850817173719406,0.0,0.2717595249414444,0.175383199006319,Man Utd,0.205124870498841,0.07173386502207355,1.0670832962795445,1.0418568607150294,54,1.3069918865975736,1.4479835525416576,0.030512016266584376,0.17607478835582663,0.022150481512907858,0.05146217559286141,0.04247574570847699,0.06839315679791429,0.12016365581602542,0.024538159165142234,0.022648608843586125,0.038000167379001824,0.032562177276031556
DMC,2023-11-12,Fulham,0.0,0.0,1.0,0.0,0.0158817209303379,0.0,0.0,0.0158817209303379,0.0317634418606758,0.0,0.5166510939598083,0.5007693767547607,Aston Villa,0.02448070050264364,0.0,1.019939790793231,1.0328747531256508,54,1.0990261967982051,1.012963817284807,0.0,0.015039579566604585,0.0,0.047993356923694094,0.03716627749491736,0.06421101810312661,0.1087194981192611,0.023994529465453465,0.021452767950822973,0.03599394319457378,0.029309522722870168
DMC,2023-11-27,Fulham,0.0,0.5,2.0,0.0,0.07758332602679724,0.0087302466854453,0.0174604933708906,0.07758332602679724,0.15516665205359448,0.0,0.5336936190724373,0.46754567697644234,Wolves,0.08012874554960357,0.010026377532251317,1.033099561165488,1.0037654089849444,54,1.5496513384584456,1.4354728410545663,0.00436512334272265,0.05197996556341187,0.002924584091128007,0.04837303393700054,0.03288606581944369,0.06572699214564823,0.09932015330145065,0.024802861491539995,0.019998017747192287,0.03658794771427027,0.02644204178331799
DMC,2023-12-03,Fulham,0.0,0.0,1.0,0.0,0.04632231965661045,0.0,0.0,0.04632231965661045,0.0926446393132209,0.0,0.3606499433517456,0.34568880684673786,Liverpool,0.030675984228449468,0.0,1.110349561165488,1.0495447328618264,54,0.9836298010045734,1.1800748435150752,0.0,0.04281759968851405,0.0,0.04784394496095421,0.02877530759201323,0.06238880091543882,0.08986109108226488,0.025602089810800133,0.01891627265017263,0.036723017385877174,0.02384579012109293
DMC,2023-12-06,Fulham,0.5,1.0,0.5,0.5,0.2007642388343811,0.0503311827778816,0.1006623655557632,0.2007642388343811,0.4015284776687622,0.0,1.3508104085922241,1.1225251853466034,Nott'm Forest,0.06486806410198713,0.02894748660292118,1.163599561165488,1.123351641254098,54,1.627915726629701,1.3572222590070189,0.0251655913889408,0.13450918503625472,0.0168605883614275,0.056097777349078067,0.027285967688190013,0.06262492121891962,0.08405979541756547,0.02861959120229499,0.01834760996737672,0.04235868427568653,0.022816788827783367
DMC,2023-12-10,Fulham,0.0,1.0,0.5,0.0,0.00937271583825345,0.08930669911205764,0.1786133982241153,0.00937271583825345,0.0187454316765069,1.0,0.7731288075447083,0.7378811240196228,West Ham,0.004182677584004177,0.05096600799647998,1.2688495611654882,1.1941826860973357,54,1.575277485293402,1.5953653209128873,0.5446533495560288,0.005912186525651568,0.3435602070910743,0.05131819727065649,0.06682024761355054,0.05705899325368958,0.08090800613936686,0.026646638004524534,0.022446387525728872,0.038982417637590513,0.04463331756963971
DMC,2023-12-16,Fulham,0.0,0.0,1.0,0.0,0.01117895077913995,0.0,0.0,0.01117895077913995,0.0223579015582799,0.0,0.03868920588865875,0.0275102537125349,Newcastle,0.023732401761036304,0.0,1.3890995611654882,1.2461598503351687,54,1.0530053205189032,1.4332980664220838,0.0,0.008992426940216597,0.0,0.047287171524900314,0.058467716661856725,0.05388503215915117,0.07320248174514145,0.02543996869350437,0.02105117429248363,0.03636357010920234,0.039759445477170176
DMC,2023-12-23,Fulham,0.0,1.0,0.5,0.0,0.03064420260488985,0.07244328968226905,0.1448865793645381,0.03064420260488985,0.0612884052097797,0.0,0.433646060526371,0.33055854588747025,Burnley,0.022032763008202758,0.08720681115626941,1.3524839147149563,1.1741398690432727,54,2.0059056121818344,1.755166642919225,0.03622164484113453,0.016295460723110434,0.01926133952465705,0.04433558001996794,0.05356691951970676,0.050851482716203704,0.07453622740334412,0.02386270271906542,0.02003486657949756,0.03409914136951668,0.03680089304960216
DMC,2023-12-26,Fulham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1502280011773109,0.1502280011773109,Bournemouth,0.0,0.0,1.2817339147149562,1.2686223854128635,54,1.6935834151565072,1.53887678579692,0.0,0.0,0.0,0.04011314382759004,0.046871054579743415,0.04600848436227954,0.06743753907921611,0.02193432179840137,0.018415818858256616,0.031023732812995704,0.03264343671900002
DMC,2023-12-31,Fulham,0.0,1.0,1.0,0.0,0.021757292561233002,0.18361372267827392,0.36722744535654783,0.021757292561233002,0.043514585122466004,0.5,0.5512424409389496,0.35405374318361277,Arsenal,0.01412137080627018,0.3005798183141389,1.236233914714956,1.2137945872362557,54,0.8336506491928639,0.8904617874472508,0.34180686133913696,0.025238832571305842,0.39650182212621504,0.03869654275556298,0.09057490052305237,0.042971616404564365,0.08964156567301829,0.022250832501919407,0.022514596416608766,0.030473687628741194,0.05654474846983057
DMC,2024-01-13,Fulham,0.0,0.5,1.0,0.0,0.03170227259397505,0.0047838180325925,0.009567636065185,0.03170227259397505,0.0634045451879501,0.0,0.0398349328897893,0.0350511148571968,Chelsea,0.04506600405875097,0.014327073795849514,1.2912841269839868,1.2058202638317237,54,1.4477086795665426,1.5547894963166051,0.00239190901629625,0.021117263516505034,0.0015932792469342298,0.037022325685176515,0.07945219786353759,0.04317108189543928,0.08246875692281173,0.0216364935777723,0.020904259512165152,0.029329409631474408,0.05017822868785137
