,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup,player_name,team_title,element
44,0,0,0.0,90,AML,Wolfsburg,Borussia Dortmund,1,1,2024-02-17,23256,2023,641631,0.0470675155520439,0,1,0,0.0,0.3829617798328399,0.3829617798328399,Jadon Sancho,Manchester United,397
45,0,3,0.7190932631492615,1,Sub,Borussia Dortmund,Freiburg,3,0,2024-02-09,23246,2023,639763,0.0,0,0,0,0.7190932631492615,0.7190932631492615,0.0,Jadon Sancho,Manchester United,397
46,0,0,0.0,86,AMC,Borussia Dortmund,Bochum,3,1,2024-01-28,23227,2023,637509,0.0381177105009555,0,1,0,0.0,0.2632037103176117,0.2250859886407852,Jadon Sancho,Manchester United,397
47,0,0,0.0,74,FWL,FC Cologne,Borussia Dortmund,0,4,2024-01-20,23223,2023,635786,0.0906932428479194,0,1,0,0.0,0.946443498134613,0.8557502627372742,Jadon Sancho,Manchester United,397
48,0,1,0.0493087247014045,32,Sub,Darmstadt,Borussia Dortmund,0,3,2024-01-13,23217,2023,635003,0.8442846536636353,1,2,0,0.0493087247014045,0.9703438878059388,0.126059204339981,Jadon Sancho,Manchester United,397
49,0,0,0.0,27,Sub,Manchester United,Nottingham Forest,3,2,2023-08-26,22300,2023,606960,0.0,0,0,0,0.0,0.0,0.0,Jadon Sancho,Manchester United,397
50,0,0,0.0,21,Sub,Tottenham,Manchester United,2,0,2023-08-19,22290,2023,605275,0.0,0,0,0,0.0,0.0,0.0,Jadon Sancho,Manchester United,397
51,0,0,0.0,20,Sub,Manchester United,Wolverhampton Wanderers,1,0,2023-08-14,22284,2023,604632,0.1281674951314926,0,1,0,0.0,0.2712413966655731,0.1430738866329193,Jadon Sancho,Manchester United,397
52,1,2,0.4575313925743103,90,AMR,Manchester United,Fulham,2,1,2023-05-28,18580,2022,601066,0.51531583070755,0,2,1,0.4575313925743103,1.370019555091858,0.4159218966960907,Jadon Sancho,Manchester United,397
53,0,1,0.1427370607852935,90,AML,Manchester United,Chelsea,4,1,2023-05-25,18520,2022,599718,1.6893911361694336,1,5,0,0.1427370607852935,1.931368827819824,0.6570277214050293,Jadon Sancho,Manchester United,397
54,0,0,0.0,73,AML,Bournemouth,Manchester United,0,1,2023-05-20,18562,2022,598108,0.1306369751691818,0,2,0,0.0,0.4001235961914062,0.3043239712715149,Jadon Sancho,Manchester United,397
55,0,1,0.1158600598573684,84,AML,Manchester United,Wolverhampton Wanderers,2,0,2023-05-13,18560,2022,596431,0.1395350247621536,0,3,0,0.1158600598573684,1.2364208698272705,0.981025755405426,Jadon Sancho,Manchester United,397
56,0,0,0.0,15,Sub,West Ham,Manchester United,1,0,2023-05-07,18550,2022,595595,0.0380431711673736,0,1,0,0.0,0.1855571419000625,0.1855571419000625,Jadon Sancho,Manchester United,397
57,0,0,0.0,10,Sub,Brighton,Manchester United,1,0,2023-05-04,18475,2022,594360,0.0,0,0,0,0.0,0.0422769375145435,0.0422769375145435,Jadon Sancho,Manchester United,397
58,0,0,0.0,78,ML,Manchester United,Aston Villa,1,0,2023-04-30,18540,2022,592862,0.1856250166893005,0,2,0,0.0,0.3525875806808471,0.1669625490903854,Jadon Sancho,Manchester United,397
59,1,3,0.2510637044906616,63,AML,Tottenham,Manchester United,2,2,2023-04-27,18525,2022,591915,0.0,0,0,1,0.2510637044906616,1.3330574035644531,1.0819936990737915,Jadon Sancho,Manchester United,397
60,0,2,0.5163310170173645,90,AML,Nottingham Forest,Manchester United,0,2,2023-04-16,18507,2022,589307,0.0281562991440296,0,1,0,0.5163310170173645,0.7848330140113831,0.2685019969940185,Jadon Sancho,Manchester United,397
61,0,0,0.0,78,AML,Manchester United,Everton,2,0,2023-04-08,18498,2022,586384,0.5659509897232056,1,5,0,0.0,1.0026700496673584,0.4973779916763305,Jadon Sancho,Manchester United,397
62,0,1,0.0390575006604194,73,AML,Manchester United,Brentford,1,0,2023-04-05,18448,2022,586132,0.0481473989784717,0,1,0,0.0390575006604194,0.1658850014209747,0.1177370026707649,Jadon Sancho,Manchester United,397
63,0,0,0.0,27,Sub,Newcastle United,Manchester United,2,0,2023-04-02,18489,2022,585632,0.0,0,0,0,0.0,0.09772589802742,0.09772589802742,Jadon Sancho,Manchester United,397
64,0,0,0.0,74,MC,Manchester United,Southampton,0,0,2023-03-12,18468,2022,581784,0.0,0,0,0,0.0,0.2643310129642486,0.2643310129642486,Jadon Sancho,Manchester United,397
65,1,3,1.0162400007247925,41,Sub,Manchester United,Leicester,3,0,2023-02-19,18437,2022,576946,0.4623430073261261,0,3,1,1.0162400007247925,1.7302000522613523,0.2741250097751617,Jadon Sancho,Manchester United,397
66,0,0,0.0,64,AMR,Leeds,Manchester United,0,2,2023-02-12,18426,2022,575416,0.064858503639698,0,1,0,0.0,0.064858503639698,0.0,Jadon Sancho,Manchester United,397
67,1,1,0.0511057004332542,23,Sub,Manchester United,Leeds,2,2,2023-02-08,18279,2022,574399,0.2046490013599395,0,3,1,0.0511057004332542,0.404682993888855,0.1489289999008178,Jadon Sancho,Manchester United,397
68,0,1,0.0210647005587816,53,AML,Chelsea,Manchester United,1,1,2022-10-22,18323,2022,558439,0.0,0,0,0,0.0210647005587816,0.0210647005587816,0.0,Jadon Sancho,Manchester United,397
69,0,1,0.0768127962946891,89,AML,Manchester United,Tottenham,2,0,2022-10-19,18321,2022,557649,0.1836449950933456,1,5,0,0.0768127962946891,0.4760369956493377,0.239105999469757,Jadon Sancho,Manchester United,397
70,0,1,0.036753099411726,90,AML,Manchester United,Newcastle United,0,0,2022-10-16,18308,2022,556586,0.103471003472805,0,2,0,0.036753099411726,0.7383959889411926,0.6734139919281006,Jadon Sancho,Manchester United,397
71,0,0,0.0,72,AML,Manchester City,Manchester United,6,3,2022-10-02,18289,2022,552940,0.0638732984662056,0,2,0,0.0,0.086099199950695,0.0222258996218442,Jadon Sancho,Manchester United,397
72,0,1,0.0550289005041122,70,AML,Manchester United,Arsenal,3,1,2022-09-04,18261,2022,548098,0.0,0,0,0,0.0550289005041122,0.3627240061759949,0.3627240061759949,Jadon Sancho,Manchester United,397
73,1,2,0.7237370014190674,69,AML,Leicester,Manchester United,0,1,2022-09-01,18251,2022,546692,0.0,0,0,1,0.7237370014190674,0.8046460151672363,0.0809087008237838,Jadon Sancho,Manchester United,397
74,0,0,0.0,68,AML,Southampton,Manchester United,0,1,2022-08-27,18232,2022,544177,0.0,0,0,0,0.0,0.1328970044851303,0.1328970044851303,Jadon Sancho,Manchester United,397
75,1,1,0.2857719957828522,72,AMR,Manchester United,Liverpool,2,1,2022-08-22,18231,2022,543823,0.1550399959087371,0,1,1,0.2857719957828522,0.5547239780426025,0.3996840119361877,Jadon Sancho,Manchester United,397
76,0,0,0.0,64,AMR,Brentford,Manchester United,4,0,2022-08-13,18218,2022,540816,0.0480199009180069,0,2,0,0.0,0.1080709993839263,0.0600510016083717,Jadon Sancho,Manchester United,397
77,0,0,0.0,90,FWR,Manchester United,Brighton,1,2,2022-08-07,18209,2022,539800,0.1633339971303939,0,2,0,0.0,0.3961139917373657,0.2327799946069717,Jadon Sancho,Manchester United,397
78,0,0,0.0,90,AML,Arsenal,Manchester United,3,1,2022-04-23,16715,2021,528392,0.0,0,0,0,0.0,0.8351839780807495,0.8351839780807495,Jadon Sancho,Manchester United,397
79,0,1,0.0375545993447303,43,Sub,Liverpool,Manchester United,4,0,2022-04-19,16669,2021,527550,0.0,0,0,0,0.0375545993447303,0.1102270036935806,0.0726729035377502,Jadon Sancho,Manchester United,397
80,0,3,0.264178991317749,90,FWL,Manchester United,Norwich,3,2,2022-04-16,16702,2021,526378,0.120728000998497,0,3,0,0.264178991317749,0.5486019849777222,0.2844229936599731,Jadon Sancho,Manchester United,397
81,0,0,0.0,90,AMR,Everton,Manchester United,1,0,2022-04-09,16692,2021,524354,0.2081930041313171,0,3,0,0.0,0.2241860032081604,0.1174419969320297,Jadon Sancho,Manchester United,397
82,0,1,0.046637799590826,90,AML,Manchester United,Leicester,1,1,2022-04-02,16679,2021,523021,0.1234069988131523,0,2,0,0.046637799590826,0.267767995595932,0.0977236032485961,Jadon Sancho,Manchester United,397
83,0,1,0.0691336989402771,90,AML,Manchester United,Tottenham,3,2,2022-03-12,16663,2021,519512,0.7670549750328064,1,4,0,0.0691336989402771,0.957934021949768,0.3578340113162994,Jadon Sancho,Manchester United,397
84,1,2,0.1352020055055618,90,AML,Manchester City,Manchester United,4,1,2022-03-06,16650,2021,518467,0.0,0,0,1,0.1352020055055618,0.2683010101318359,0.1331000030040741,Jadon Sancho,Manchester United,397
85,0,1,0.018284099176526,27,Sub,Manchester United,Watford,0,0,2022-02-26,16643,2021,516060,0.0,0,0,0,0.018284099176526,0.1134580001235008,0.0951735973358154,Jadon Sancho,Manchester United,397
86,0,3,0.2832179963588714,90,AML,Leeds,Manchester United,2,4,2022-02-20,16630,2021,514702,0.8143609762191772,2,3,0,0.2832179963588714,1.20386004447937,0.9730560183525084,Jadon Sancho,Manchester United,397
87,0,1,0.507972002029419,80,AML,Manchester United,Brighton,2,0,2022-02-15,16549,2021,513765,0.0294941999018192,0,1,0,0.507972002029419,0.5559089779853821,0.0184420999139547,Jadon Sancho,Manchester United,397
88,1,2,1.3773900270462036,90,AML,Manchester United,Southampton,1,1,2022-02-12,16621,2021,512412,0.5316439867019653,0,1,1,1.3773900270462036,1.972059965133667,0.0630213022232055,Jadon Sancho,Manchester United,397
89,0,3,0.2054329961538314,90,AML,Burnley,Manchester United,1,1,2022-02-08,16608,2021,512138,0.1002530008554458,0,3,0,0.2054329961538314,0.4868530035018921,0.1811680048704147,Jadon Sancho,Manchester United,397
90,0,0,0.0,7,Sub,Aston Villa,Manchester United,2,2,2022-01-15,16586,2021,508252,0.0668475031852722,0,1,0,0.0,0.0668475031852722,0.0,Jadon Sancho,Manchester United,397
91,0,2,0.0954257994890213,76,AMC,Manchester United,Wolverhampton Wanderers,0,1,2022-01-03,16583,2021,505884,0.0,0,0,0,0.0954257994890213,0.4428809881210327,0.3474549949169159,Jadon Sancho,Manchester United,397
92,0,1,0.0914750024676323,90,AMC,Manchester United,Burnley,3,1,2021-12-30,16574,2021,505402,0.051138699054718,0,1,0,0.0914750024676323,0.238209992647171,0.0955964997410774,Jadon Sancho,Manchester United,397
93,0,0,0.0,39,Sub,Newcastle United,Manchester United,1,1,2021-12-27,16561,2021,505229,0.3564209938049316,0,2,0,0.0,0.4374719858169555,0.0810507982969284,Jadon Sancho,Manchester United,397
94,0,0,0.0,68,AMC,Norwich,Manchester United,0,1,2021-12-11,16535,2021,501872,0.0394986011087894,0,2,0,0.0,0.1024060025811195,0.1024060025811195,Jadon Sancho,Manchester United,397
95,0,1,0.0378265008330345,63,AMR,Manchester United,Crystal Palace,1,0,2021-12-05,16519,2021,500513,0.1130539998412132,0,2,0,0.0378265008330345,0.2953610122203827,0.1752640008926391,Jadon Sancho,Manchester United,397
96,0,0,0.0,90,AML,Manchester United,Arsenal,3,2,2021-12-02,16512,2021,499472,0.1525209993124008,0,2,0,0.0,0.3210740089416504,0.1685529947280883,Jadon Sancho,Manchester United,397
97,1,1,0.5138030052185059,64,FW,Chelsea,Manchester United,1,1,2021-11-28,16500,2021,498300,0.0147097995504736,0,1,1,0.5138030052185059,0.5285130143165588,0.0,Jadon Sancho,Manchester United,397
98,0,0,0.0,90,AMR,Watford,Manchester United,4,1,2021-11-20,16494,2021,495667,0.1626050025224685,0,2,0,0.0,0.9429810047149658,0.7803760170936584,Jadon Sancho,Manchester United,397
99,0,0,0.0,43,Sub,Manchester United,Manchester City,0,2,2021-11-06,16483,2021,493706,0.0,0,0,0,0.0,0.0,0.0,Jadon Sancho,Manchester United,397
100,0,0,0.0,69,AML,Leicester,Manchester United,4,2,2021-10-16,16450,2021,488122,0.2242469936609268,0,4,0,0.0,0.3712939918041229,0.1470469981431961,Jadon Sancho,Manchester United,397
101,0,1,0.0511364005506038,32,Sub,Manchester United,Everton,1,1,2021-10-02,16442,2021,486203,0.1410789936780929,0,2,0,0.0511364005506038,0.2968649864196777,0.1046489998698234,Jadon Sancho,Manchester United,397
102,0,0,0.0,15,Sub,West Ham,Manchester United,1,2,2021-09-19,16424,2021,482632,0.0,0,0,0,0.0,0.0,0.0,Jadon Sancho,Manchester United,397
103,0,2,0.4983690083026886,69,AML,Manchester United,Newcastle United,4,1,2021-09-11,16410,2021,480354,0.0460705012083053,0,2,0,0.4983690083026886,0.5752620100975037,0.0308231990784406,Jadon Sancho,Manchester United,397
104,0,0,0.0,73,AML,Wolverhampton Wanderers,Manchester United,0,1,2021-08-29,16405,2021,479705,0.0,0,0,0,0.0,0.1145989969372749,0.1145989969372749,Jadon Sancho,Manchester United,397
105,0,0,0.0,29,Sub,Southampton,Manchester United,1,1,2021-08-22,16392,2021,477556,0.0153427999466657,0,1,0,0.0,0.0827822983264923,0.0674394965171814,Jadon Sancho,Manchester United,397
106,0,0,0.0,14,Sub,Manchester United,Leeds,5,1,2021-08-14,16377,2021,475275,0.0,0,0,0,0.0,0.0,0.0,Jadon Sancho,Manchester United,397
107,0,1,0.1790000051259994,27,Sub,Borussia Dortmund,Bayer Leverkusen,3,1,2021-05-22,15438,2020,472864,0.0,0,0,0,0.1790000051259994,0.4127160012722015,0.2337159961462021,Jadon Sancho,Manchester United,397
108,0,2,0.1122540012001991,84,AML,Mainz 05,Borussia Dortmund,1,3,2021-05-16,15434,2020,474101,0.6344649791717529,2,2,0,0.1122540012001991,0.7881630063056946,0.0414441004395484,Jadon Sancho,Manchester United,397
109,2,3,1.0018199682235718,90,AML,Borussia Dortmund,RasenBallsport Leipzig,3,2,2021-05-08,15420,2020,468637,0.1304699927568435,0,3,2,1.0018199682235718,1.1663299798965454,0.1047220006585121,Jadon Sancho,Manchester United,397
110,0,0,0.0,61,AML,Wolfsburg,Borussia Dortmund,0,2,2021-04-24,15413,2020,465295,0.1206400021910667,0,2,0,0.0,0.193804994225502,0.1061829999089241,Jadon Sancho,Manchester United,397
111,0,2,0.1416680067777633,30,Sub,Borussia Dortmund,Union Berlin,2,0,2021-04-21,15402,2020,464350,1.1666100025177002,0,2,0,0.1416680067777633,2.6869800090789795,2.1008501052856445,Jadon Sancho,Manchester United,397
112,1,2,0.797074019908905,90,ML,Borussia Dortmund,Arminia Bielefeld,3,0,2021-02-27,15339,2020,452201,0.4772579967975616,1,7,0,0.0392968989908695,1.06673002243042,0.6087689995765686,Jadon Sancho,Manchester United,397
113,1,2,0.1182250007987022,90,AMR,Schalke 04,Borussia Dortmund,0,4,2021-02-20,15334,2020,450841,0.2516550123691559,1,2,1,0.1182250007987022,1.2189899682998655,0.9692699909210204,Jadon Sancho,Manchester United,397
114,1,1,0.3542749881744385,90,AML,Borussia Dortmund,Hoffenheim,2,2,2021-02-13,15321,2020,448915,0.0,0,0,1,0.3542749881744385,0.3542749881744385,0.0,Jadon Sancho,Manchester United,397
115,0,3,0.2036149948835373,90,AML,Freiburg,Borussia Dortmund,2,1,2021-02-06,15314,2020,447507,0.1075140014290809,0,3,0,0.2036149948835373,0.3628099858760834,0.0823038965463638,Jadon Sancho,Manchester United,397
116,1,2,0.3225040137767792,90,AMR,Borussia Dortmund,Augsburg,3,1,2021-01-30,15303,2020,445567,0.0509527996182441,0,3,1,0.3225040137767792,0.3917829990386963,0.104604996740818,Jadon Sancho,Manchester United,397
117,0,3,0.1876769959926605,90,AML,Borussia M.Gladbach,Borussia Dortmund,4,2,2021-01-22,15293,2020,443793,0.848537027835846,2,4,0,0.1876769959926605,0.9585999846458436,0.4901629984378814,Jadon Sancho,Manchester United,397
118,0,2,0.1557919979095459,75,AMR,Bayer Leverkusen,Borussia Dortmund,2,1,2021-01-19,15286,2020,443264,0.1849839985370636,0,3,0,0.1557919979095459,0.9343990087509156,0.7307999730110168,Jadon Sancho,Manchester United,397
119,0,1,0.0407050997018814,90,AMR,Borussia Dortmund,Mainz 05,1,1,2021-01-16,15276,2020,442251,0.205375999212265,0,3,0,0.0407050997018814,0.2254119962453842,0.1467500030994415,Jadon Sancho,Manchester United,397
120,1,2,0.3898789882659912,87,AMR,RasenBallsport Leipzig,Borussia Dortmund,1,3,2021-01-09,15266,2020,440928,1.072350025177002,1,7,1,0.3898789882659912,1.6319899559020996,0.7923830151557922,Jadon Sancho,Manchester United,397
121,1,2,0.6811540126800537,90,AMR,Borussia Dortmund,Wolfsburg,2,0,2021-01-03,15258,2020,439644,0.4766449928283691,1,4,1,0.6811540126800537,1.0060900449752808,0.1229169964790344,Jadon Sancho,Manchester United,397
122,0,4,0.2525070011615753,90,AMR,Union Berlin,Borussia Dortmund,2,1,2020-12-18,15253,2020,435696,0.1419340074062347,0,2,0,0.2525070011615753,0.3519070148468017,0.0993999019265174,Jadon Sancho,Manchester United,397
123,0,2,0.4646160006523132,90,AMR,Werder Bremen,Borussia Dortmund,1,2,2020-12-15,15242,2020,434370,0.04833609983325,0,2,0,0.4646160006523132,1.151710033416748,0.757623016834259,Jadon Sancho,Manchester United,397
124,0,2,0.3623830080032348,87,AMC,Borussia Dortmund,VfB Stuttgart,1,5,2020-12-12,15230,2020,432998,0.1595769971609115,0,3,0,0.3623830080032348,0.4219210147857666,0.0704172998666763,Jadon Sancho,Manchester United,397
125,0,3,0.1726440042257309,90,AMC,Eintracht Frankfurt,Borussia Dortmund,1,1,2020-12-05,15224,2020,431213,0.6130239963531494,1,4,0,0.1726440042257309,0.3841939866542816,0.0699175968766212,Jadon Sancho,Manchester United,397
126,0,1,0.0676771998405456,90,AML,Borussia Dortmund,FC Cologne,1,2,2020-11-28,15212,2020,429558,0.083796702325344,0,1,0,0.0676771998405456,1.273460030555725,1.1219899654388428,Jadon Sancho,Manchester United,397
127,0,1,0.0168597009032964,73,AMR,Borussia Dortmund,Bayern Munich,2,3,2020-11-07,15200,2020,426465,0.0432301014661788,0,1,0,0.0168597009032964,1.2816100120544434,1.2647500038146973,Jadon Sancho,Manchester United,397
128,0,3,0.3473809957504272,76,AMR,Arminia Bielefeld,Borussia Dortmund,0,2,2020-10-31,15188,2020,424454,0.1471700072288513,0,2,0,0.3473809957504272,0.5675770044326782,0.2951430082321167,Jadon Sancho,Manchester United,397
129,0,2,0.0326014012098312,77,AMR,Borussia Dortmund,Schalke 04,3,0,2020-10-24,15181,2020,423006,0.392094999551773,1,2,0,0.0326014012098312,0.7361099720001221,0.3279669880867004,Jadon Sancho,Manchester United,397
