,id,title,h_a,xG,xGA,npxG,npxGA,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD,ppda_att,ppda_def,ppda_allowed_att,ppda_allowed_def,ppda,ppda_allowed
11,71,Aston Villa,h,2.86039,0.648745,2.86039,0.648745,8,2,3,1,2.8323,w,2023-11-12 14:00:00,1,0,0,3,2.2116450000000003,296,18,331,35,16.444444444444443,9.457142857142857
12,71,Aston Villa,a,2.39755,2.22542,2.39755,2.22542,5,18,2,1,1.5025,w,2023-11-26 14:00:00,1,0,0,3,0.17212999999999967,372,20,225,24,18.6,9.375
13,71,Aston Villa,a,0.89511,2.54937,0.89511,2.54937,3,10,2,2,0.3336,d,2023-12-03 14:00:00,0,1,0,1,-1.6542600000000003,114,24,263,34,4.75,7.735294117647059
14,71,Aston Villa,h,2.1922,1.00198,2.1922,1.00198,9,8,1,0,2.289,w,2023-12-06 20:15:00,1,0,0,3,1.19022,316,23,253,28,13.73913043478261,9.035714285714286
15,71,Aston Villa,h,0.628499,1.71667,0.628499,1.71667,3,10,1,0,0.5097,w,2023-12-09 17:30:00,1,0,0,3,-1.088171,279,29,139,26,9.620689655172415,5.346153846153846
16,71,Aston Villa,a,1.4664,0.796812,1.4664,0.796812,13,4,2,1,1.9046000000000003,w,2023-12-17 14:00:00,1,0,0,3,0.669588,114,18,203,39,6.333333333333333,5.205128205128205
17,71,Aston Villa,h,1.21861,0.646159,1.21861,0.646159,10,2,1,1,1.8315,d,2023-12-22 20:00:00,0,1,0,1,0.5724509999999999,78,18,344,22,4.333333333333333,15.636363636363637
18,71,Aston Villa,a,1.83637,1.20104,1.83637,1.20104,12,4,2,3,1.8899,l,2023-12-26 20:00:00,0,0,1,0,0.63533,213,14,268,36,15.214285714285714,7.444444444444445
19,71,Aston Villa,h,2.92587,1.11923,2.1647,1.11923,16,2,3,2,2.5507999999999997,w,2023-12-30 15:00:00,1,0,0,3,1.04547,125,15,267,14,8.333333333333334,19.071428571428573
20,71,Aston Villa,a,1.3435,1.03664,1.3435,1.03664,12,3,0,0,1.5753,d,2024-01-14 14:00:00,0,1,0,1,0.3068599999999999,103,13,322,36,7.923076923076923,8.944444444444445
21,71,Aston Villa,h,1.44485,3.3224,1.44485,3.3224,12,10,1,3,0.34690000000000004,l,2024-01-30 20:15:00,0,0,1,0,-1.87755,215,23,297,27,9.347826086956522,11.0
22,71,Aston Villa,a,2.99015,1.52784,2.99015,1.52784,5,7,5,0,2.3755,w,2024-02-03 17:30:00,1,0,0,3,1.4623099999999998,192,14,464,19,13.714285714285714,24.42105263157895
23,71,Aston Villa,h,2.64675,2.44591,2.64675,2.44591,10,4,1,2,1.5356999999999998,l,2024-02-11 16:30:00,0,0,1,0,0.2008399999999999,237,20,235,20,11.85,11.75
24,71,Aston Villa,a,1.57297,1.41796,1.57297,1.41796,2,9,2,1,1.4988000000000001,w,2024-02-17 15:00:00,1,0,0,3,0.15500999999999987,276,11,277,22,25.09090909090909,12.590909090909092
25,71,Aston Villa,h,3.48861,2.25569,3.48861,2.25569,16,7,4,2,2.1908,w,2024-02-24 15:00:00,1,0,0,3,1.23292,229,15,328,25,15.266666666666667,13.12
26,71,Aston Villa,a,2.08586,2.43312,2.08586,2.43312,6,3,3,2,1.1108,w,2024-03-02 17:30:00,1,0,0,3,-0.34726000000000035,224,20,287,21,11.2,13.666666666666666
27,71,Aston Villa,h,1.23267,2.25381,1.23267,2.25381,3,9,0,4,0.6402,l,2024-03-10 13:00:00,0,0,1,0,-1.0211400000000002,457,22,183,43,20.772727272727273,4.255813953488372
28,71,Aston Villa,a,0.911274,1.32829,0.911274,1.32829,17,7,1,1,1.0156,d,2024-03-17 14:00:00,0,1,0,1,-0.41701599999999994,129,19,320,27,6.7894736842105265,11.851851851851851
29,71,Aston Villa,h,1.28271,1.66232,1.28271,1.66232,5,5,2,0,1.0626,w,2024-03-30 17:30:00,1,0,0,3,-0.37961,283,20,276,36,14.15,7.666666666666667
30,71,Aston Villa,a,1.18643,3.87704,1.18643,3.87704,4,26,1,4,0.18660000000000002,l,2024-04-03 19:15:00,0,0,1,0,-2.69061,305,14,215,30,21.785714285714285,7.166666666666667
31,71,Aston Villa,h,1.16333,1.42064,1.16333,1.42064,6,3,3,3,1.0891,d,2024-04-06 14:00:00,0,1,0,1,-0.2573099999999999,128,19,231,14,6.7368421052631575,16.5
32,71,Aston Villa,a,0.929049,1.89003,0.929049,1.89003,2,17,2,0,0.6572,w,2024-04-14 15:30:00,1,0,0,3,-0.9609810000000001,214,14,249,28,15.285714285714286,8.892857142857142
33,71,Aston Villa,h,2.62687,2.05211,2.62687,1.29094,19,2,3,1,1.8087,w,2024-04-21 14:00:00,1,0,0,3,1.3359299999999998,196,16,243,20,12.25,12.15
34,71,Aston Villa,h,0.612257,1.56401,0.612257,1.56401,7,6,2,2,0.6084,d,2024-04-27 19:00:00,0,1,0,1,-0.9517529999999998,367,9,149,31,40.77777777777778,4.806451612903226
35,71,Aston Villa,a,0.0644055,2.63566,0.0644055,1.75337,3,4,0,1,0.0263,l,2024-05-05 13:00:00,0,0,1,0,-1.6889645,334,19,306,29,17.57894736842105,10.551724137931034
36,71,Aston Villa,h,2.71655,1.89968,2.71655,1.89968,14,7,3,3,1.951,d,2024-05-13 19:00:00,0,1,0,1,0.8168699999999998,357,24,236,32,14.875,7.375
37,71,Aston Villa,a,0.598846,2.23189,0.598846,2.23189,0,11,0,5,0.3245,l,2024-05-19 15:00:00,0,0,1,0,-1.633044,303,10,333,23,30.3,14.478260869565217
38,72,Everton,h,2.59001,1.58144,2.59001,1.58144,7,6,0,1,2.1102,l,2023-08-12 14:00:00,0,0,1,0,1.00857,341,23,174,10,14.826086956521738,17.4
39,72,Everton,a,0.721465,3.24336,0.721465,2.48219,2,13,0,4,0.1276,l,2023-08-20 13:00:00,0,0,1,0,-1.760725,385,23,204,12,16.73913043478261,17.0
40,72,Everton,h,1.89792,1.40228,1.89792,1.40228,7,4,0,1,1.7305000000000001,l,2023-08-26 14:00:00,0,0,1,0,0.4956400000000001,313,24,194,19,13.041666666666666,10.210526315789474
41,72,Everton,a,2.73871,1.575,2.73871,1.575,3,5,2,2,2.2155,d,2023-09-02 11:30:00,0,1,0,1,1.1637100000000002,225,26,256,20,8.653846153846153,12.8
42,72,Everton,h,0.28317,0.802605,0.28317,0.802605,3,10,0,1,0.75,l,2023-09-17 15:30:00,0,0,1,0,-0.5194350000000001,404,17,126,18,23.764705882352942,7.0
43,72,Everton,a,2.51497,1.57402,2.51497,1.57402,10,6,3,1,2.0396,w,2023-09-23 16:30:00,1,0,0,3,0.94095,359,25,210,15,14.36,14.0
44,72,Everton,h,3.65377,1.5102,3.65377,1.5102,11,1,1,2,2.6572,l,2023-09-30 14:00:00,0,0,1,0,2.1435700000000004,84,15,275,22,5.6,12.5
45,72,Everton,h,3.16482,0.981732,3.16482,0.981732,8,13,3,0,2.7104,w,2023-10-07 14:00:00,1,0,0,3,2.183088,243,34,191,22,7.147058823529412,8.681818181818182
46,72,Everton,a,0.0937725,2.28568,0.0937725,1.52459,5,13,0,2,0.0748,l,2023-10-21 11:30:00,0,0,1,0,-1.4308174999999999,379,13,87,26,29.153846153846153,3.3461538461538463
47,72,Everton,a,0.733813,0.618578,0.733813,0.618578,3,5,1,0,1.4357,w,2023-10-29 13:00:00,1,0,0,3,0.11523500000000009,392,26,207,16,15.076923076923077,12.9375
48,72,Everton,h,0.617607,0.442489,0.617607,0.442489,0,11,1,1,1.4921,d,2023-11-04 15:00:00,0,1,0,1,0.175118,534,13,84,9,41.07692307692308,9.333333333333334
49,72,Everton,a,1.7904,1.89194,1.7904,1.13077,8,10,3,2,1.2817,w,2023-11-11 15:00:00,1,0,0,3,0.6596299999999999,362,25,124,20,14.48,6.2
50,72,Everton,h,2.49764,2.07334,2.49764,1.31218,10,6,0,3,1.6502,l,2023-11-26 16:30:00,0,0,1,0,1.1854600000000002,251,24,220,16,10.458333333333334,13.75
51,72,Everton,a,0.623789,0.673085,0.623789,0.673085,7,6,1,0,1.2589,w,2023-12-02 17:30:00,1,0,0,3,-0.049296000000000006,351,27,145,16,13.0,9.0625
52,72,Everton,h,2.95393,1.29564,2.95393,1.29564,13,4,3,0,2.4166,w,2023-12-07 19:30:00,1,0,0,3,1.6582900000000003,333,37,145,12,9.0,12.083333333333334
53,72,Everton,h,1.11437,0.885512,1.11437,0.885512,3,9,2,0,1.6020999999999999,w,2023-12-10 14:00:00,1,0,0,3,0.22885800000000012,407,28,112,25,14.535714285714286,4.48
54,72,Everton,a,2.22305,0.811435,2.22305,0.811435,7,10,2,0,2.4318,w,2023-12-16 17:30:00,1,0,0,3,1.4116150000000003,321,14,172,14,22.928571428571427,12.285714285714286
55,72,Everton,a,1.98385,1.57527,1.98385,1.57527,11,10,1,2,1.6655,l,2023-12-23 15:00:00,0,0,1,0,0.40857999999999994,380,44,169,22,8.636363636363637,7.681818181818182
56,72,Everton,h,1.23529,2.28321,1.23529,1.52204,3,9,1,3,0.6325000000000001,l,2023-12-27 20:15:00,0,0,1,0,-0.28675000000000006,509,23,153,13,22.130434782608695,11.76923076923077
57,72,Everton,a,0.519641,2.64477,0.519641,2.64477,3,10,0,3,0.1132,l,2023-12-30 15:00:00,0,0,1,0,-2.125129,297,36,238,22,8.25,10.818181818181818
58,72,Everton,h,1.03664,1.3435,1.03664,1.3435,3,12,0,0,1.1201999999999999,d,2024-01-14 14:00:00,0,1,0,1,-0.3068599999999999,322,36,103,13,8.944444444444445,7.923076923076923
59,72,Everton,a,2.83317,2.37499,2.83317,2.37499,6,6,0,0,1.6492,d,2024-01-30 19:45:00,0,1,0,1,0.45818000000000003,349,30,119,10,11.633333333333333,11.9
60,72,Everton,h,3.25881,0.922371,3.25881,0.922371,6,7,2,2,2.8588,d,2024-02-03 12:30:00,0,1,0,1,2.336439,272,33,132,23,8.242424242424242,5.739130434782608
61,72,Everton,a,0.192072,1.58971,0.192072,1.58971,1,10,0,2,0.2969,l,2024-02-10 12:30:00,0,0,1,0,-1.397638,439,17,176,21,25.823529411764707,8.380952380952381
62,72,Everton,h,2.44588,0.734685,2.44588,0.734685,7,5,1,1,2.5576000000000003,d,2024-02-19 20:00:00,0,1,0,1,1.7111949999999998,136,24,273,13,5.666666666666667,21.0
63,72,Everton,a,0.286655,1.6538,0.286655,1.6538,4,9,1,1,0.357,d,2024-02-24 15:00:00,0,1,0,1,-1.3671449999999998,391,23,222,27,17.0,8.222222222222221
64,72,Everton,h,3.12075,2.17948,2.35958,2.17948,9,4,1,3,2.0165,l,2024-03-02 15:00:00,0,0,1,0,0.18009999999999993,203,19,299,14,10.68421052631579,21.357142857142858
65,72,Everton,a,1.8214,2.9016,1.8214,1.37927,13,7,0,2,0.6622999999999999,l,2024-03-09 12:30:00,0,0,1,0,0.4421299999999999,308,20,216,14,15.4,15.428571428571429
66,72,Everton,a,0.93378,1.39268,0.93378,1.39268,11,6,1,2,0.9117999999999999,l,2024-03-30 15:00:00,0,0,1,0,-0.45889999999999986,163,19,145,22,8.578947368421053,6.590909090909091
67,72,Everton,a,1.69834,2.65009,0.937167,2.65009,6,11,1,1,0.736,d,2024-04-02 18:30:00,0,1,0,1,-1.712923,285,20,183,17,14.25,10.764705882352942
68,72,Everton,h,0.659844,0.34699,0.659844,0.34699,9,6,1,0,1.5979999999999999,w,2024-04-06 14:00:00,1,0,0,3,0.31285399999999997,314,35,136,19,8.971428571428572,7.157894736842105
69,72,Everton,a,1.21791,3.37093,1.21791,2.60976,5,8,0,6,0.1517,l,2024-04-15 19:00:00,0,0,1,0,-1.39185,394,38,193,14,10.368421052631579,13.785714285714286
70,72,Everton,h,0.473233,1.18916,0.473233,1.18916,0,7,2,0,0.6283000000000001,w,2024-04-21 12:30:00,1,0,0,3,-0.715927,344,22,216,14,15.636363636363637,15.428571428571429
71,72,Everton,h,1.89111,1.87155,1.89111,1.87155,6,24,2,0,1.4035,w,2024-04-24 19:00:00,1,0,0,3,0.019560000000000022,379,18,95,21,21.055555555555557,4.523809523809524
72,72,Everton,h,1.21399,0.956356,1.21399,0.956356,10,8,1,0,1.5496999999999999,w,2024-04-27 16:30:00,1,0,0,3,0.2576339999999999,249,15,189,23,16.6,8.217391304347826
73,72,Everton,a,1.22959,0.950391,0.468416,0.950391,5,3,1,1,1.6331,d,2024-05-03 19:00:00,0,1,0,1,-0.481975,244,32,237,22,7.625,10.772727272727273
74,72,Everton,h,1.82411,0.465523,1.82411,0.465523,9,4,1,0,2.4696,w,2024-05-11 14:00:00,1,0,0,3,1.358587,216,21,242,17,10.285714285714286,14.235294117647058
75,72,Everton,a,0.664904,3.2117,0.664904,3.2117,3,16,1,2,0.1057,l,2024-05-19 15:00:00,0,0,1,0,-2.546796,254,6,147,18,42.333333333333336,8.166666666666666
76,73,Bournemouth,h,1.51025,1.4834,1.51025,1.4834,9,8,1,1,1.3845999999999998,d,2023-08-12 14:00:00,0,1,0,1,0.02685000000000004,138,27,292,30,5.111111111111111,9.733333333333333
77,73,Bournemouth,a,1.3867,3.25448,1.3867,2.33406,8,11,1,3,0.3288,l,2023-08-19 14:00:00,0,0,1,0,-0.94736,356,32,167,23,11.125,7.260869565217392
78,73,Bournemouth,h,0.483582,2.26115,0.483582,2.26115,6,20,0,2,0.26039999999999996,l,2023-08-26 11:30:00,0,0,1,0,-1.7775680000000003,316,31,200,26,10.193548387096774,7.6923076923076925
79,73,Bournemouth,a,2.11013,3.07185,2.11013,3.07185,5,15,2,2,0.7923,d,2023-09-02 14:00:00,0,1,0,1,-0.9617200000000001,294,21,137,24,14.0,5.708333333333333
80,73,Bournemouth,h,1.32515,1.39677,1.32515,1.39677,9,17,0,0,1.3224,d,2023-09-17 13:00:00,0,1,0,1,-0.07162000000000002,343,21,160,28,16.333333333333332,5.714285714285714
81,73,Bournemouth,a,1.58984,2.14533,1.58984,2.14533,4,8,1,3,0.9499,l,2023-09-24 13:00:00,0,0,1,0,-0.55549,352,35,156,28,10.057142857142857,5.571428571428571
82,73,Bournemouth,h,0.644443,4.0742,0.644443,2.55187,13,15,0,4,0.0368,l,2023-09-30 14:00:00,0,0,1,0,-1.9074270000000002,330,22,167,28,15.0,5.964285714285714
83,73,Bournemouth,a,0.981732,3.16482,0.981732,3.16482,13,8,0,3,0.1958,l,2023-10-07 14:00:00,0,0,1,0,-2.183088,191,22,243,34,8.681818181818182,7.147058823529412
84,73,Bournemouth,h,1.01839,2.30454,1.01839,2.30454,5,15,1,2,0.506,l,2023-10-21 14:00:00,0,0,1,0,-1.28615,298,21,136,21,14.19047619047619,6.476190476190476
85,73,Bournemouth,h,1.10052,0.90255,1.10052,0.90255,8,4,2,1,1.4745,w,2023-10-28 14:00:00,1,0,0,3,0.19796999999999998,279,30,204,18,9.3,11.333333333333334
86,73,Bournemouth,a,0.643127,2.39949,0.643127,2.39949,6,18,1,6,0.3185,l,2023-11-04 15:00:00,0,0,1,0,-1.7563630000000001,378,13,258,12,29.076923076923077,21.5
87,73,Bournemouth,h,2.78424,0.306141,2.78424,0.306141,7,3,2,0,2.8638999999999997,w,2023-11-11 17:30:00,1,0,0,3,2.4780990000000003,258,27,231,10,9.555555555555555,23.1
88,73,Bournemouth,a,3.13975,0.816227,3.13975,0.816227,7,7,3,1,2.6885000000000003,w,2023-11-25 15:00:00,1,0,0,3,2.323523,193,11,275,26,17.545454545454547,10.576923076923077
89,73,Bournemouth,h,2.54937,0.89511,2.54937,0.89511,10,3,2,2,2.5224,d,2023-12-03 14:00:00,0,1,0,1,1.6542600000000003,263,34,114,24,7.735294117647059,4.75
90,73,Bournemouth,a,1.79997,1.26441,1.79997,1.26441,7,9,2,0,1.8231,w,2023-12-06 19:30:00,1,0,0,3,0.53556,292,31,174,23,9.419354838709678,7.565217391304348
91,73,Bournemouth,a,1.9742,1.11296,1.9742,1.11296,6,15,3,0,2.0899,w,2023-12-09 15:00:00,1,0,0,3,0.86124,334,24,141,22,13.916666666666666,6.409090909090909
92,73,Bournemouth,a,1.89067,0.791806,1.89067,0.791806,7,4,3,2,2.1945,w,2023-12-23 15:00:00,1,0,0,3,1.098864,102,26,244,19,3.923076923076923,12.842105263157896
93,73,Bournemouth,h,2.07911,0.324365,1.31795,0.324365,9,9,3,0,2.6859,w,2023-12-26 15:00:00,1,0,0,3,0.9935849999999999,307,28,238,29,10.964285714285714,8.206896551724139
94,73,Bournemouth,a,1.58229,2.15027,1.58229,2.15027,15,13,1,3,0.9894999999999999,l,2023-12-31 14:00:00,0,0,1,0,-0.5679799999999999,238,40,213,20,5.95,10.65
95,73,Bournemouth,h,0.834585,1.53344,0.834585,1.53344,10,15,0,4,0.7769999999999999,l,2024-01-21 16:30:00,0,0,1,0,-0.6988549999999999,281,28,149,31,10.035714285714286,4.806451612903226
96,73,Bournemouth,a,1.13487,1.3128,1.13487,0.551632,5,2,1,1,1.1286,d,2024-02-01 19:30:00,0,1,0,1,0.583238,251,31,216,23,8.096774193548388,9.391304347826088
97,73,Bournemouth,h,1.1895,0.456548,1.1895,0.456548,4,6,1,1,2.182,d,2024-02-04 14:00:00,0,1,0,1,0.732952,204,33,141,20,6.181818181818182,7.05
98,73,Bournemouth,a,2.60612,1.7456,2.60612,1.7456,21,8,1,3,1.9494,l,2024-02-10 15:00:00,0,0,1,0,0.8605200000000002,225,32,227,18,7.03125,12.61111111111111
99,73,Bournemouth,a,2.08098,2.38425,2.08098,1.62308,3,9,2,2,1.1198000000000001,d,2024-02-17 15:00:00,0,1,0,1,0.45789999999999975,245,35,111,17,7.0,6.529411764705882
100,73,Bournemouth,h,0.925889,1.79636,0.925889,1.79636,8,13,0,1,0.6524,l,2024-02-24 17:30:00,0,0,1,0,-0.870471,302,28,189,14,10.785714285714286,13.5
101,73,Bournemouth,a,1.43616,1.60461,1.43616,1.60461,6,9,2,0,1.2124000000000001,w,2024-03-03 13:00:00,1,0,0,3,-0.16845,325,24,74,17,13.541666666666666,4.352941176470588
102,73,Bournemouth,h,3.92657,1.91752,3.1654,1.91752,15,2,2,2,2.4797999999999996,d,2024-03-09 15:00:00,0,1,0,1,1.24788,103,21,208,11,4.904761904761905,18.90909090909091
103,73,Bournemouth,h,2.84403,2.79419,2.84403,2.79419,7,1,4,3,1.3922,w,2024-03-13 19:30:00,1,0,0,3,0.049840000000000106,159,20,219,24,7.95,9.125
104,73,Bournemouth,h,1.39268,0.93378,1.39268,0.93378,6,11,2,1,1.7694999999999999,w,2024-03-30 15:00:00,1,0,0,3,0.45889999999999986,145,22,163,19,6.590909090909091,8.578947368421053
105,73,Bournemouth,h,1.30969,0.174389,1.30969,0.174389,4,6,1,0,2.3952,w,2024-04-02 18:45:00,1,0,0,3,1.1353010000000001,222,26,232,28,8.538461538461538,8.285714285714286
106,73,Bournemouth,a,0.616108,1.30478,0.616108,1.30478,5,7,1,2,0.7569000000000001,l,2024-04-06 14:00:00,0,0,1,0,-0.6886720000000001,160,33,152,27,4.848484848484849,5.62962962962963
107,73,Bournemouth,h,2.38519,1.52274,2.38519,0.761571,12,8,2,2,1.9962,d,2024-04-13 16:30:00,0,1,0,1,1.6236190000000001,281,21,173,16,13.380952380952381,10.8125
108,73,Bournemouth,a,2.05211,2.62687,1.29094,2.62687,2,19,1,3,0.9381,l,2024-04-21 14:00:00,0,0,1,0,-1.3359299999999998,243,20,196,16,12.15,12.25
109,73,Bournemouth,a,2.40311,0.484454,2.40311,0.484454,12,7,1,0,2.6209,w,2024-04-24 18:45:00,1,0,0,3,1.918656,286,34,131,16,8.411764705882353,8.1875
110,73,Bournemouth,h,2.48132,1.35682,2.48132,1.35682,5,7,3,0,2.1901,w,2024-04-28 13:00:00,1,0,0,3,1.1245000000000003,381,27,127,23,14.11111111111111,5.521739130434782
111,73,Bournemouth,a,0.4687,3.91372,0.4687,3.15255,3,28,0,3,0.0456,l,2024-05-04 11:30:00,0,0,1,0,-2.68385,188,17,211,26,11.058823529411764,8.115384615384615
112,73,Bournemouth,h,1.07237,1.92722,1.07237,1.92722,11,11,1,2,0.7365999999999999,l,2024-05-11 14:00:00,0,0,1,0,-0.8548499999999999,184,23,122,23,8.0,5.304347826086956
113,73,Bournemouth,a,2.002,1.59771,2.002,1.59771,10,8,1,2,1.6996999999999998,l,2024-05-19 15:00:00,0,0,1,0,0.4042899999999998,340,37,159,16,9.18918918918919,9.9375
114,78,Crystal Palace,a,2.27616,0.422704,2.27616,0.422704,9,2,1,0,2.6568,w,2023-08-12 14:00:00,1,0,0,3,1.853456,101,23,312,22,4.391304347826087,14.181818181818182
115,78,Crystal Palace,h,1.06916,2.20593,1.06916,1.4448,10,7,0,1,0.5810000000000001,l,2023-08-21 19:00:00,0,0,1,0,-0.37564,230,16,192,20,14.375,9.6
116,78,Crystal Palace,a,1.06061,0.948011,1.06061,0.948011,5,5,1,1,1.4223000000000001,d,2023-08-26 14:00:00,0,1,0,1,0.112599,318,25,160,25,12.72,6.4
117,78,Crystal Palace,h,2.32935,1.13911,2.32935,1.13911,11,8,3,2,2.2419000000000002,w,2023-09-03 13:00:00,1,0,0,3,1.1902399999999997,296,25,191,29,11.84,6.586206896551724
118,78,Crystal Palace,a,1.11696,2.31518,1.11696,1.55401,7,14,1,3,0.5355000000000001,l,2023-09-16 14:00:00,0,0,1,0,-0.43704999999999994,286,30,141,31,9.533333333333333,4.548387096774194
119,78,Crystal Palace,h,0.37236,0.542678,0.37236,0.542678,3,9,0,0,1.0838,d,2023-09-23 14:00:00,0,1,0,1,-0.17031799999999997,253,18,275,30,14.055555555555555,9.166666666666666
120,78,Crystal Palace,a,1.19015,1.55408,1.19015,1.55408,1,16,1,0,1.0893000000000002,w,2023-09-30 14:00:00,1,0,0,3,-0.36392999999999986,398,19,106,29,20.94736842105263,3.6551724137931036
121,78,Crystal Palace,h,0.982452,1.22105,0.982452,1.22105,5,12,0,0,1.1563999999999999,d,2023-10-07 16:30:00,0,1,0,1,-0.23859799999999998,282,17,310,22,16.58823529411765,14.090909090909092
122,78,Crystal Palace,a,1.08795,3.73336,1.08795,3.73336,3,9,0,4,0.1545,l,2023-10-21 14:00:00,0,0,1,0,-2.64541,353,28,216,18,12.607142857142858,12.0
123,78,Crystal Palace,h,0.561834,0.989103,0.561834,0.989103,3,12,1,2,0.8742000000000001,l,2023-10-27 19:00:00,0,0,1,0,-0.427269,473,34,95,23,13.911764705882353,4.130434782608695
124,78,Crystal Palace,a,1.43653,1.4998,1.43653,1.4998,2,9,2,0,1.3142999999999998,w,2023-11-04 15:00:00,1,0,0,3,-0.06326999999999994,355,14,160,20,25.357142857142858,8.0
125,78,Crystal Palace,h,1.89194,1.7904,1.13077,1.7904,10,8,2,3,1.4296,l,2023-11-11 15:00:00,0,0,1,0,-0.6596299999999999,124,20,362,25,6.2,14.48
126,78,Crystal Palace,a,1.83546,0.996153,1.83546,0.996153,10,4,1,2,2.0235,l,2023-11-25 15:00:00,0,0,1,0,0.8393070000000001,168,26,302,23,6.461538461538462,13.130434782608695
127,78,Crystal Palace,a,0.987682,1.1466,0.987682,1.1466,7,5,1,1,1.2161,d,2023-12-03 14:00:00,0,1,0,1,-0.15891800000000011,327,22,238,24,14.863636363636363,9.916666666666666
128,78,Crystal Palace,h,1.26441,1.79997,1.26441,1.79997,9,7,0,2,0.9216,l,2023-12-06 19:30:00,0,0,1,0,-0.53556,174,23,292,31,7.565217391304348,9.419354838709678
129,78,Crystal Palace,h,1.79152,1.3708,1.03036,1.3708,4,15,1,2,1.7298,l,2023-12-09 12:30:00,0,0,1,0,-0.3404400000000001,384,24,67,21,16.0,3.1904761904761907
130,78,Crystal Palace,a,1.64977,2.41646,0.888604,2.41646,4,5,2,2,0.8381,d,2023-12-16 15:00:00,0,1,0,1,-1.5278559999999999,319,10,190,25,31.9,7.6
131,78,Crystal Palace,h,1.65409,1.33653,1.65409,1.33653,9,14,1,1,1.6280999999999999,d,2023-12-21 20:00:00,0,1,0,1,0.31756000000000006,456,13,228,30,35.07692307692308,7.6
132,78,Crystal Palace,a,0.958077,2.73005,0.958077,1.96888,6,8,1,2,0.3066,l,2023-12-27 19:30:00,0,0,1,0,-1.0108030000000001,399,31,175,24,12.870967741935484,7.291666666666667
133,78,Crystal Palace,h,1.61057,1.28731,1.61057,1.28731,13,6,3,1,1.5959999999999999,w,2023-12-30 15:00:00,1,0,0,3,0.3232600000000001,256,28,186,20,9.142857142857142,9.3
134,78,Crystal Palace,a,0.288083,3.52167,0.288083,3.52167,0,18,0,5,0.041,l,2024-01-20 12:30:00,0,0,1,0,-3.233587,324,16,215,22,20.25,9.772727272727273
135,78,Crystal Palace,h,1.1601,0.768467,1.1601,0.768467,8,7,3,2,1.7256,w,2024-01-30 20:00:00,1,0,0,3,0.3916329999999999,224,25,243,31,8.96,7.838709677419355
136,78,Crystal Palace,a,0.241137,1.92591,0.241137,1.92591,3,3,1,4,0.2031,l,2024-02-03 15:00:00,0,0,1,0,-1.684773,631,31,261,27,20.35483870967742,9.666666666666666
137,78,Crystal Palace,h,0.719516,1.26948,0.719516,1.26948,4,7,1,3,0.8548,l,2024-02-12 20:00:00,0,0,1,0,-0.5499639999999999,493,23,113,19,21.434782608695652,5.947368421052632
