,expected_goals,total_points,position,Full_Name,web_name,round,goals_scored,minutes,assists,clean_sheets,goals_conceded,yellow_cards,saves,bonus,defensive_contribution,expected_assists,expected_goal_involvements,expected_goals_conceded,value,GW,GOALS-XG,Assist-XA,defcon_hit,Type
2421,0.0,8.0,DEF,James_Tarkowski,Tarkowski,4.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,0.04,0.04,0.54,55.0,4,0.0,-0.04,1,Players
2423,0.05,6.0,DEF,Jake_O'Brien,O'Brien,4.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.06,0.11,0.54,50.0,4,-0.05,-0.06,0,Players
2425,0.55,6.0,DEF,Michael_Keane,Keane,4.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.04,0.59,0.54,45.0,4,-0.55,-0.04,0,Players
2429,0.02,5.0,MID,Iliman_Ndiaye,Ndiaye,4.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,0.19,0.21,0.54,65.0,4,-0.02,-0.19,1,Players
2432,0.1,3.0,MID,Idrissa Gana_Gueye,,4.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,0.03,0.13,0.54,54.0,4,-0.1,-0.03,0,Players
2433,0.08,5.0,MID,James_Garner,Garner,4.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,2.0,9.0,0.31,0.39,0.54,50.0,4,-0.08,-0.31,0,Players
2434,0.04,2.0,MID,Tim_Iroegbunam,Iroegbunam,4.0,0.0,65.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0,0.0,0.04,0.54,50.0,4,-0.04,0.0,0,Players
2440,0.11,1.0,FWD,Thierno_Barry,Barry,4.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.12,0.0,59.0,4,-0.11,-0.01,0,Players
2441,0.97,2.0,FWD,Norberto Bercique_Gomes Betuncal,,4.0,0.0,74.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.97,0.54,54.0,4,-0.97,0.0,0,Players
2444,0.09,2.0,MID,Jack_Grealish,Grealish,4.0,0.0,90.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0,0.3,0.39,0.54,68.0,4,-0.09,-0.3,0,Players
2450,0.03,1.0,MID,Merlin_Röhl,Röhl,4.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.03,0.0,50.0,4,-0.03,0.0,0,Players
2451,0.0,8.0,GKP,Bernd_Leno,Leno,4.0,0.0,90.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.79,50.0,4,0.0,0.0,0,Players
2454,0.0,10.0,DEF,Joachim_Andersen,Andersen,4.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,2.0,12.0,0.05,0.05,0.79,45.0,4,0.0,-0.05,1,Players
2455,0.0,9.0,DEF,Calvin_Bassey,Bassey,4.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,3.0,8.0,0.03,0.03,0.79,45.0,4,0.0,-0.03,0,Players
2459,0.0,6.0,DEF,Kenny_Tete,Tete,4.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.02,0.02,0.79,45.0,4,0.0,-0.02,0,Players
2461,0.0,3.0,MID,Alex_Iwobi,Iwobi,4.0,0.0,75.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.02,0.02,0.76,65.0,4,0.0,-0.02,0,Players
2462,0.0,1.0,MID,Emile_Smith Rowe,Smith Rowe,4.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.05,59.0,4,0.0,0.0,0,Players
2463,0.04,1.0,MID,Adama_Traoré Diarra,Adama,4.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01,0.05,0.05,54.0,4,-0.04,-0.01,0,Players
2465,0.0,3.0,MID,Ryan_Sessegnon,Sessegnon,4.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,0.22,0.22,0.79,54.0,4,0.0,-0.22,0,Players
