,expected_goals,total_points,position,Full_Name,web_name,round,goals_scored,minutes,assists,clean_sheets,goals_conceded,yellow_cards,saves,bonus,defensive_contribution,expected_assists,expected_goal_involvements,expected_goals_conceded,value,GW,GOALS-XG,Assist-XA,defcon_hit,Type
3015,0.0,1.0,DEF,Rico_Henry,Henry,5.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45.0,5,0.0,0.0,0,Players
3016,0.0,1.0,DEF,Michael_Kayode,Kayode,5.0,0.0,90.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.07,0.07,1.01,45.0,5,0.0,-0.07,0,Players
3017,0.0,-1.0,DEF,Ethan_Pinnock,Pinnock,5.0,0.0,73.0,0.0,0.0,3.0,0.0,0.0,0.0,7.0,0.0,0.0,1.01,44.0,5,0.0,0.0,0,Players
3019,0.0,1.0,DEF,Sepp_van den Berg,Van den Berg,5.0,0.0,90.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,1.01,45.0,5,0.0,0.0,0,Players
3025,0.06,2.0,MID,Kevin_Schade,Schade,5.0,0.0,90.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,0.2,0.26,1.01,70.0,5,-0.06,-0.2,0,Players
3026,0.19,8.0,MID,Mikkel_Damsgaard,Damsgaard,5.0,1.0,86.0,0.0,0.0,3.0,0.0,0.0,1.0,4.0,0.04,0.23,1.01,59.0,5,0.81,-0.04,0,Players
3028,0.0,1.0,MID,Fábio_Freitas Gouveia Carvalho,Carvalho,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,49.0,5,0.0,0.0,0,Players
3029,0.0,2.0,MID,Jordan_Henderson,Henderson,5.0,0.0,73.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.01,0.01,1.01,50.0,5,0.0,-0.01,0,Players
3030,0.0,1.0,MID,Vitaly_Janelt,Janelt,5.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,5,0.0,0.0,0,Players
3034,0.0,2.0,MID,Yehor_Yarmoliuk,Yarmoliuk,5.0,0.0,90.0,0.0,0.0,3.0,0.0,0.0,0.0,7.0,0.01,0.01,1.01,50.0,5,0.0,-0.01,0,Players
3040,0.1,2.0,FWD,Igor Thiago_Nascimento Rodrigues,,5.0,0.0,64.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.01,0.11,1.01,60.0,5,-0.1,-0.01,0,Players
3043,0.0,1.0,GKP,Bart_Verbruggen,Verbruggen,5.0,0.0,90.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.22,45.0,5,0.0,0.0,0,Players
3048,0.0,1.0,DEF,Diego_Coppola,Coppola,5.0,0.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.07,44.0,5,0.0,0.0,0,Players
3050,0.03,3.0,DEF,Lewis_Dunk,Dunk,5.0,0.0,90.0,0.0,0.0,2.0,0.0,0.0,0.0,12.0,0.0,0.03,1.22,45.0,5,-0.03,0.0,1,Players
3052,0.07,1.0,DEF,Ferdi_Kadıoğlu,F.Kadıoğlu,5.0,0.0,84.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.01,0.08,1.21,44.0,5,-0.07,-0.01,0,Players
3054,0.0,1.0,DEF,Jan Paul_van Hecke,,5.0,0.0,90.0,0.0,0.0,2.0,0.0,0.0,0.0,12.0,0.0,0.0,1.22,45.0,5,0.0,0.0,1,Players
3055,0.0,3.0,DEF,Joël_Veltman,Veltman,5.0,0.0,90.0,0.0,0.0,2.0,0.0,0.0,0.0,15.0,0.0,0.0,1.22,44.0,5,0.0,0.0,1,Players
3060,0.09,2.0,MID,Mitoma_Kaoru,Mitoma,5.0,0.0,90.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,0.07,0.16,1.22,64.0,5,-0.09,-0.07,0,Players
3061,0.0,5.0,MID,Georginio_Rutter,Georginio,5.0,0.0,74.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0,0.02,0.02,1.16,58.0,5,0.0,0.98,0,Players
3063,0.74,9.0,MID,Yankuba_Minteh,Minteh,5.0,1.0,75.0,0.0,0.0,1.0,0.0,0.0,2.0,7.0,0.0,0.74,1.16,59.0,5,0.26,0.0,0,Players
3065,0.09,2.0,MID,Brajan_Gruda,Gruda,5.0,0.0,62.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.01,0.1,0.91,54.0,5,-0.09,-0.01,0,Players
3069,0.24,8.0,MID,Yasin_Ayari,Ayari,5.0,1.0,90.0,0.0,0.0,2.0,0.0,0.0,1.0,10.0,0.02,0.26,1.22,49.0,5,0.76,-0.02,0,Players
3070,0.0,1.0,MID,Carlos_Baleba,Baleba,5.0,0.0,45.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.91,49.0,5,0.0,0.0,0,Players
3071,0.02,0.0,MID,Diego_Gómez Amarilla,Gomez,5.0,0.0,45.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,0.06,0.08,0.31,50.0,5,-0.02,-0.06,0,Players
3072,0.0,1.0,MID,James_Milner,Milner,5.0,0.0,27.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.03,0.03,0.31,50.0,5,0.0,-0.03,0,Players
3075,0.0,1.0,MID,Mats_Wieffer,Wieffer,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.01,0.01,0.02,49.0,5,0.0,-0.01,0,Players
3080,0.04,1.0,FWD,Danny_Welbeck,Welbeck,5.0,0.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.06,0.1,0.07,63.0,5,-0.04,-0.06,0,Players
3085,0.0,-3.0,GKP,Robert_Sánchez,Sánchez,5.0,0.0,4.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.05,50.0,5,0.0,0.0,0,Players
3086,0.0,1.0,GKP,Filip_Jörgensen,Jörgensen,5.0,0.0,84.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.79,44.0,5,0.0,0.0,0,Players
3089,0.05,0.0,DEF,Marc_Cucurella Saseta,Cucurella,5.0,0.0,63.0,0.0,0.0,2.0,1.0,0.0,0.0,4.0,0.0,0.05,1.45,62.0,5,-0.05,0.0,0,Players
3090,0.0,4.0,DEF,Reece_James,James,5.0,0.0,90.0,1.0,0.0,2.0,0.0,0.0,0.0,9.0,0.16,0.16,1.84,54.0,5,0.0,0.84,0,Players
3091,0.2,8.0,DEF,Trevoh_Chalobah,Chalobah,5.0,1.0,90.0,0.0,0.0,2.0,1.0,0.0,0.0,10.0,0.01,0.21,1.84,51.0,5,0.8,-0.01,1,Players
3093,0.0,1.0,DEF,Malo_Gusto,Gusto,5.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.39,49.0,5,0.0,-0.01,0,Players
3095,0.0,1.0,DEF,Wesley_Fofana,Fofana,5.0,0.0,63.0,0.0,0.0,2.0,0.0,0.0,0.0,9.0,0.0,0.0,1.45,44.0,5,0.0,0.0,0,Players
3097,0.05,0.0,DEF,Tosin_Adarabioyo,Tosin,5.0,0.0,83.0,0.0,0.0,2.0,1.0,0.0,0.0,8.0,0.01,0.05,1.79,45.0,5,-0.05,-0.01,0,Players
3100,0.0,1.0,MID,Cole_Palmer,Palmer,5.0,0.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,104.0,5,0.0,0.0,0,Players
3101,0.0,1.0,MID,Pedro_Lomba Neto,Neto,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.05,70.0,5,0.0,0.0,0,Players
3102,0.0,1.0,MID,Enzo_Fernández,Enzo,5.0,0.0,90.0,0.0,0.0,2.0,1.0,0.0,0.0,4.0,0.04,0.04,1.84,67.0,5,0.0,-0.04,0,Players
3103,0.0,1.0,MID,Estêvão_Almeida de Oliveira Gonçalves,Estêvão,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.05,65.0,5,0.0,0.0,0,Players
3106,0.03,4.0,MID,Moisés_Caicedo Corozo,Caicedo,5.0,0.0,90.0,0.0,0.0,2.0,0.0,0.0,0.0,15.0,0.04,0.07,1.84,56.0,5,-0.03,-0.04,1,Players
3107,0.0,0.0,MID,Tyrique_George,George,5.0,0.0,26.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.01,0.01,0.39,49.0,5,0.0,-0.01,0,Players
3110,0.1,2.0,MID,Andrey_Nascimento dos Santos,Andrey Santos,5.0,0.0,69.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.02,0.12,0.82,45.0,5,-0.1,-0.02,0,Players
3113,0.0,2.0,FWD,João Pedro_Junqueira de Jesus,,5.0,0.0,90.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.03,0.03,1.84,78.0,5,0.0,-0.03,0,Players
3119,0.0,1.0,GKP,Dean_Henderson,Henderson,5.0,0.0,90.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.03,0.03,0.66,50.0,5,0.0,-0.03,0,Players
3122,0.19,2.0,DEF,Daniel_Muñoz,Muñoz,5.0,0.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.12,0.31,0.66,56.0,5,-0.19,-0.12,0,Players
3123,0.2,2.0,DEF,Maxence_Lacroix,Lacroix,5.0,0.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.2,0.66,51.0,5,-0.2,0.0,0,Players
3124,0.28,8.0,DEF,Tyrick_Mitchell,Mitchell,5.0,1.0,90.0,0.0,0.0,1.0,1.0,0.0,1.0,5.0,0.1,0.38,0.66,50.0,5,0.72,-0.1,0,Players
3126,0.2,7.0,DEF,Marc_Guéhi,Guéhi,5.0,0.0,90.0,1.0,0.0,1.0,0.0,0.0,0.0,10.0,0.01,0.21,0.66,47.0,5,-0.2,0.99,1,Players
3127,0.0,4.0,DEF,Chris_Richards,Richards,5.0,0.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,0.0,0.0,0.66,45.0,5,0.0,0.0,1,Players
3135,0.0,2.0,MID,Will_Hughes,Hughes,5.0,0.0,64.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.01,0.01,0.45,49.0,5,0.0,-0.01,0,Players
3136,0.25,2.0,MID,Daichi_Kamada,Kamada,5.0,0.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.22,0.47,0.66,50.0,5,-0.25,-0.22,0,Players
3137,0.08,0.0,MID,Jefferson_Lerma Solís,Lerma,5.0,0.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.08,0.22,50.0,5,-0.08,0.0,0,Players
3138,0.04,7.0,MID,Adam_Wharton,Wharton,5.0,0.0,74.0,1.0,0.0,1.0,0.0,0.0,2.0,5.0,0.51,0.55,0.52,50.0,5,-0.04,0.49,0,Players
3141,0.08,1.0,MID,Justin_Devenny,Devenny,5.0,0.0,45.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.04,0.12,0.45,45.0,5,-0.08,-0.04,0,Players
3148,0.84,6.0,FWD,Jean-Philippe_Mateta,Mateta,5.0,1.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.84,0.66,76.0,5,0.16000000000000003,0.0,0,Players
3149,0.04,1.0,FWD,Eddie_Nketiah,Nketiah,5.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.04,0.15,54.0,5,-0.04,0.0,0,Players
3153,0.1,1.0,MID,Yéremy_Pino Santos,Yeremy,5.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.27,0.37,0.22,60.0,5,-0.1,-0.27,0,Players
3156,0.19,1.0,MID,Kiernan_Dewsbury-Hall,Dewsbury-Hall,5.0,0.0,90.0,0.0,0.0,2.0,1.0,0.0,0.0,5.0,0.07,0.26,0.9,50.0,5,-0.19,-0.07,0,Players
3157,0.0,1.0,GKP,Jordan_Pickford,Pickford,5.0,0.0,90.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.03,0.03,0.9,55.0,5,0.0,-0.03,0,Players
3161,0.0,3.0,DEF,James_Tarkowski,Tarkowski,5.0,0.0,90.0,0.0,0.0,2.0,0.0,0.0,0.0,14.0,0.02,0.02,0.9,55.0,5,0.0,-0.02,1,Players
3162,0.0,1.0,DEF,Vitalii_Mykolenko,Mykolenko,5.0,0.0,85.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,0.17,0.17,0.9,49.0,5,0.0,-0.17,0,Players
3163,0.0,1.0,DEF,Jake_O'Brien,O'Brien,5.0,0.0,90.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.02,0.02,0.9,50.0,5,0.0,-0.02,0,Players
3165,0.0,1.0,DEF,Michael_Keane,Keane,5.0,0.0,90.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,0.01,0.01,0.9,45.0,5,0.0,-0.01,0,Players
3169,0.0,6.0,MID,Iliman_Ndiaye,Ndiaye,5.0,0.0,85.0,1.0,0.0,2.0,1.0,0.0,0.0,12.0,0.16,0.16,0.9,65.0,5,0.0,0.84,1,Players
3171,0.0,1.0,MID,Carlos_Alcaraz Durán,Alcaraz,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,5,0.0,0.0,0,Players
3172,0.26,10.0,MID,Idrissa Gana_Gueye,,5.0,1.0,90.0,0.0,0.0,2.0,0.0,0.0,1.0,12.0,0.02,0.28,0.9,54.0,5,0.74,-0.02,1,Players
3173,0.04,4.0,MID,James_Garner,Garner,5.0,0.0,90.0,0.0,0.0,2.0,0.0,0.0,0.0,18.0,0.02,0.06,0.9,50.0,5,-0.04,-0.02,1,Players
3180,0.0,1.0,FWD,Thierno_Barry,Barry,5.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.21,58.0,5,0.0,0.0,0,Players
3181,0.2,1.0,FWD,Norberto Bercique_Gomes Betuncal,,5.0,0.0,45.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.2,0.69,54.0,5,-0.2,0.0,0,Players
3184,0.01,1.0,MID,Jack_Grealish,Grealish,5.0,0.0,90.0,0.0,0.0,2.0,1.0,0.0,0.0,8.0,0.1,0.11,0.9,68.0,5,-0.01,-0.1,0,Players
3189,0.0,1.0,MID,Tyler_Dibling,Dibling,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,5,0.0,0.0,0,Players
3191,0.0,1.0,GKP,Bernd_Leno,Leno,5.0,0.0,90.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.6,50.0,5,0.0,0.0,0,Players
3194,0.22,4.0,DEF,Joachim_Andersen,Andersen,5.0,0.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,0.01,0.23,0.6,45.0,5,-0.22,-0.01,1,Players
3195,0.01,4.0,DEF,Calvin_Bassey,Bassey,5.0,0.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.01,0.6,45.0,5,-0.01,0.0,1,Players
3198,0.0,1.0,DEF,Jorge_Cuenca Barreno,J.Cuenca,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.05,44.0,5,0.0,0.0,0,Players
3199,0.0,2.0,DEF,Kenny_Tete,Tete,5.0,0.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.02,0.02,0.6,45.0,5,0.0,-0.02,0,Players
3201,0.18,13.0,MID,Alex_Iwobi,Iwobi,5.0,1.0,79.0,1.0,0.0,1.0,0.0,0.0,3.0,5.0,0.2,0.38,0.52,65.0,5,0.8200000000000001,0.8,0,Players
3202,0.0,1.0,MID,Emile_Smith Rowe,Smith Rowe,5.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.08,59.0,5,0.0,0.0,0,Players
3205,0.05,5.0,MID,Ryan_Sessegnon,Sessegnon,5.0,0.0,90.0,1.0,0.0,1.0,0.0,0.0,0.0,9.0,0.01,0.06,0.6,54.0,5,-0.05,0.99,0,Players
3206,0.26,9.0,MID,Harry_Wilson,Wilson,5.0,1.0,85.0,0.0,0.0,1.0,0.0,0.0,2.0,7.0,0.09,0.35,0.55,54.0,5,0.74,-0.09,0,Players
3207,0.0,2.0,MID,Sander_Berge,Berge,5.0,0.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.01,0.01,0.6,50.0,5,0.0,-0.01,0,Players
3208,0.0,1.0,MID,Tom_Cairney,Cairney,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.05,49.0,5,0.0,0.0,0,Players
3209,0.09,1.0,MID,Saša_Lukić,Lukić,5.0,0.0,85.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,0.25,0.34,0.55,50.0,5,-0.09,-0.25,0,Players
3212,0.09,1.0,MID,Josh_King,King,5.0,0.0,66.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,0.02,0.11,0.43,45.0,5,-0.09,-0.02,0,Players
3214,0.0,1.0,FWD,Raúl_Jiménez,Raúl,5.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.08,63.0,5,0.0,0.0,0,Players
3215,0.12,5.0,FWD,Rodrigo_Muniz Carvalho,Muniz,5.0,0.0,79.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.12,0.52,55.0,5,-0.12,1.0,0,Players
3218,0.0,0.0,MID,Kevin_Santos Lopes de Macedo,Kevin,5.0,0.0,23.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.17,60.0,5,0.0,0.0,0,Players
3222,0.0,3.0,GKP,Karl_Darlow,Darlow,5.0,0.0,90.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,1.78,40.0,5,0.0,0.0,0,Players
3223,0.0,4.0,DEF,Jayden_Bogle,Bogle,5.0,0.0,82.0,1.0,0.0,1.0,1.0,0.0,0.0,8.0,0.0,0.0,1.51,45.0,5,0.0,1.0,0,Players
3224,0.0,4.0,DEF,Pascal_Struijk,Struijk,5.0,0.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,1.78,45.0,5,0.0,0.0,1,Players
3228,0.0,4.0,DEF,Gabriel_Gudmundsson,Gudmundsson,5.0,0.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.12,0.12,1.78,40.0,5,0.0,-0.12,1,Players
3229,0.0,2.0,DEF,Joe_Rodon,Rodon,5.0,0.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.01,0.01,1.78,40.0,5,0.0,-0.01,0,Players
3231,0.05,2.0,MID,Brenden_Aaronson,Aaronson,5.0,0.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.19,0.24,1.77,54.0,5,-0.05,-0.19,0,Players
3233,0.0,1.0,MID,Jack_Harrison,Harrison,5.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.5,53.0,5,0.0,0.0,0,Players
3235,0.02,4.0,MID,Ethan_Ampadu,Ampadu,5.0,0.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,0.01,0.03,1.78,49.0,5,-0.02,-0.01,1,Players
3237,0.0,1.0,MID,Ilia_Gruev,Gruev,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,49.0,5,0.0,0.0,0,Players
3239,0.0,1.0,MID,Tanaka_Ao,Tanaka,5.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.28,49.0,5,0.0,0.0,0,Players
3246,0.0,1.0,FWD,Lukas_Nmecha,Nmecha,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.02,50.0,5,0.0,0.0,0,Players
3247,0.07,2.0,MID,Sean_Longstaff,Longstaff,5.0,0.0,82.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,0.0,0.07,1.51,49.0,5,-0.07,0.0,0,Players
3248,0.08,15.0,MID,Anton_Stach,Stach,5.0,1.0,90.0,1.0,0.0,1.0,0.0,0.0,3.0,15.0,0.06,0.14,1.78,50.0,5,0.92,0.94,1,Players
3250,0.12,11.0,FWD,Dominic_Calvert-Lewin,Calvert-Lewin,5.0,1.0,90.0,1.0,0.0,1.0,0.0,0.0,2.0,4.0,0.02,0.14,1.77,55.0,5,0.88,0.98,0,Players
3251,0.15,8.0,MID,Noah_Okafor,Okafor,5.0,1.0,69.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,0.02,0.17,1.28,55.0,5,0.85,-0.02,0,Players
3252,0.0,1.0,DEF,James_Justin,Justin,5.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.28,40.0,5,0.0,0.0,0,Players
3254,0.0,2.0,GKP,Alisson_Ramses Becker,A.Becker,5.0,0.0,90.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7,55.0,5,0.0,0.0,0,Players
3259,0.0,4.0,DEF,Milos_Kerkez,Kerkez,5.0,0.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.04,0.04,0.7,59.0,5,0.0,-0.04,1,Players
3261,0.0,4.0,DEF,Virgil_van Dijk,Virgil,5.0,0.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.01,0.01,0.7,61.0,5,0.0,-0.01,1,Players
3262,0.04,4.0,DEF,Ibrahima_Konaté,Konaté,5.0,0.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,0.0,0.04,0.7,55.0,5,-0.04,0.0,1,Players
3263,0.04,2.0,DEF,Conor_Bradley,Bradley,5.0,0.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.04,0.08,0.7,50.0,5,-0.04,-0.04,0,Players
3269,0.12,5.0,MID,Mohamed_Salah,M.Salah,5.0,0.0,90.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,0.19,0.31,0.7,145.0,5,-0.12,0.81,0,Players
3270,0.0,0.0,MID,Florian_Wirtz,Wirtz,5.0,0.0,29.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.03,0.03,0.04,83.0,5,0.0,-0.03,0,Players
3272,0.08,2.0,MID,Cody_Gakpo,Gakpo,5.0,0.0,60.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.1,0.18,0.66,77.0,5,-0.08,-0.1,0,Players
3274,0.1,2.0,MID,Alexis_Mac Allister,Mac Allister,5.0,0.0,60.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.05,0.15,0.66,64.0,5,-0.1,-0.05,0,Players
3275,0.07,1.0,MID,Dominik_Szoboszlai,Szoboszlai,5.0,0.0,90.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,0.03,0.1,0.7,65.0,5,-0.07,-0.03,0,Players
3276,0.0,1.0,MID,Curtis_Jones,C.Jones,5.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.04,0.04,0.04,54.0,5,0.0,-0.04,0,Players
3277,0.13,15.0,MID,Ryan_Gravenberch,Gravenberch,5.0,1.0,90.0,1.0,0.0,1.0,0.0,0.0,3.0,14.0,0.19,0.32,0.7,55.0,5,0.87,0.81,1,Players
3285,0.0,1.0,FWD,Alexander_Isak,Isak,5.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.01,0.01,0.04,105.0,5,0.0,-0.01,0,Players
3286,0.32,8.0,FWD,Hugo_Ekitiké,Ekitiké,5.0,1.0,66.0,0.0,0.0,1.0,0.0,0.0,2.0,11.0,0.06,0.38,0.66,88.0,5,0.6799999999999999,-0.06,0,Players
3294,0.0,4.0,DEF,Joško_Gvardiol,Gvardiol,5.0,0.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,0.96,58.0,5,0.0,0.0,1,Players
3296,0.0,1.0,DEF,Nathan_Aké,Aké,5.0,0.0,22.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.03,0.03,0.23,54.0,5,0.0,-0.03,0,Players
3297,0.0,1.0,DEF,Abdukodir_Khusanov,Khusanov,5.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.35,54.0,5,0.0,0.0,0,Players
3298,0.0,1.0,DEF,Matheus_Nunes,Matheus N.,5.0,0.0,45.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.61,53.0,5,0.0,0.0,0,Players
3299,0.0,2.0,DEF,Rúben_Gato Alves Dias,Rúben,5.0,0.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.96,55.0,5,0.0,0.0,0,Players
3300,0.0,1.0,DEF,John_Stones,Stones,5.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,55.0,5,0.0,0.0,0,Players
3302,0.0,6.0,DEF,Nico_O'Reilly,O’Reilly,5.0,0.0,86.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.8,49.0,5,0.0,0.0,0,Players
3305,0.0,3.0,MID,Phil_Foden,Foden,5.0,0.0,67.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.01,0.01,0.72,80.0,5,0.0,-0.01,0,Players
3306,0.0,1.0,MID,Sávio_'Savinho' Moreira de Oliveira,Savinho,5.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.16,69.0,5,0.0,0.0,0,Players
3307,0.0,1.0,MID,Bernardo_Veiga de Carvalho e Silva,Bernardo,5.0,0.0,90.0,0.0,0.0,1.0,1.0,0.0,0.0,11.0,0.02,0.02,0.96,64.0,5,0.0,-0.02,0,Players
3309,0.25,3.0,MID,Jérémy_Doku,Doku,5.0,0.0,86.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.02,0.27,0.8,64.0,5,-0.25,-0.02,0,Players
3311,0.06,4.0,MID,Rodrigo 'Rodri'_Hernandez Cascante,,5.0,0.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,0.01,0.07,0.96,64.0,5,-0.06,-0.01,1,Players
3313,0.0,1.0,MID,Nico_González Iglesias,N.Gonzalez,5.0,0.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.18,60.0,5,0.0,0.0,0,Players
3316,0.06,9.0,MID,Tijjani_Reijnders,Reijnders,5.0,0.0,90.0,1.0,0.0,1.0,0.0,0.0,2.0,12.0,0.04,0.1,0.96,57.0,5,-0.06,0.96,1,Players
3319,0.52,9.0,FWD,Erling_Haaland,Haaland,5.0,1.0,75.0,0.0,1.0,0.0,0.0,0.0,3.0,5.0,0.01,0.53,0.77,142.0,5,0.48,-0.01,0,Players
3320,0.0,1.0,GKP,Gianluigi_Donnarumma,Donnarumma,5.0,0.0,90.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.96,55.0,5,0.0,0.0,0,Players
3323,0.09,3.0,MID,Bryan_Mbeumo,Mbeumo,5.0,0.0,69.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.08,0.17,0.13,81.0,5,-0.09,-0.08,0,Players
