Name,Full_Name,Fix_ID,GW,TeamName,minutes,goals_scored,total_points,saves,assists,yellow_cards,red_cards,bonus,bps,defensive_contribution,expected_goals,expected_assists,position,Started,Sub,photo,OpponentName,was_home,TeamCode,PlayerID,PlayerCode,kickoff_time,finished,team_h_score,team_a_score
Barnes,Harvey_Barnes,2645203,1,Newcastle,90.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,8.0,0.07,0.02,MID,1,0,201666.jpg,Liverpool,True,4,453,201666,,True,,
Botman,Sven_Botman,2645203,1,Newcastle,90.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,0.0,0.01,DEF,1,0,220237.jpg,Liverpool,True,4,447,220237,,True,,
Dedić,Amar_Dedic,2645203,1,Newcastle,90.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,9.0,0.03,0.0,DEF,1,0,463726.jpg,Liverpool,True,4,593,463726,,True,,
Hall,Lewis_Hall,2645203,1,Newcastle,90.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,11.0,0.0,0.35,DEF,1,0,487838.jpg,Liverpool,True,4,449,487838,,True,,
Horníček,Lukás_Hornícek,2645203,1,Newcastle,90.0,0.0,1.0,5.0,0.0,1.0,0.0,0.0,12.0,0.0,0.0,0.0,GKP,1,0,470551.jpg,Liverpool,True,4,567,470551,,True,,
Thiaw,Malick_Thiaw,2645203,1,Newcastle,90.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,DEF,1,0,465642.jpg,Liverpool,True,4,445,465642,,True,,
Wissa,Yoane_Wissa,2645203,1,Newcastle,90.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,7.0,8.0,1.0,0.02,FWD,1,0,216646.jpg,Liverpool,True,4,464,216646,,True,,
Elanga,Anthony_Elanga,2645203,1,Newcastle,75.0,1.0,9.0,0.0,0.0,0.0,0.0,2.0,31.0,2.0,0.22,0.01,MID,1,0,449434.jpg,Liverpool,True,4,454,449434,,True,,
L.Miley,Lewis_Miley,2645203,1,Newcastle,75.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,13.0,13.0,0.05,0.01,MID,1,0,547719.jpg,Liverpool,True,4,459,547719,,True,,
Osula,William_Osula,2645203,1,Newcastle,55.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,18.0,5.0,0.06,0.14,FWD,0,1,538207.jpg,Liverpool,True,4,465,538207,,True,,
Steur,Sean_Steur,2645203,1,Newcastle,55.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,MID,0,1,636852.jpg,Liverpool,True,4,462,636852,,True,,
J.Ramsey,Jacob_Ramsey,2645203,1,Newcastle,34.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,0.06,0.01,MID,0,1,232653.jpg,Liverpool,True,4,456,232653,,True,,
Willock,Joe_Willock,2645203,1,Newcastle,34.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,28.0,3.0,0.09,0.17,MID,0,1,200089.jpg,Liverpool,True,4,460,200089,,True,,
Bamba,Aladji_Bamba,2645203,1,Newcastle,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,MID,0,1,632794.jpg,Liverpool,True,4,559,632794,,True,,
J.Murphy,Jacob_Murphy,2645203,1,Newcastle,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,2.0,0.0,0.0,MID,0,1,114243.jpg,Liverpool,True,4,457,114243,,True,,
Schär,Fabian_Schär,2645203,1,Newcastle,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,DEF,0,1,119471.jpg,Liverpool,True,4,446,119471,,True,,
A.Murphy,Alex_Murphy,2645203,1,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEF,0,0,545477.jpg,Liverpool,True,4,451,545477,,True,,
Burn,Dan_Burn,2645203,1,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEF,0,0,78916.jpg,Liverpool,True,4,448,78916,,True,,
Gillespie,Mark_Gillespie,2645203,1,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GKP,0,0,81441.jpg,Liverpool,True,4,443,81441,,True,,
Jaouen,Ewen_Jaouen,2645203,1,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GKP,0,0,554578.jpg,Liverpool,True,4,444,554578,,True,,
Joelinton,Joelinton Cássio_Apolinário de Lira,2645203,1,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID,0,0,180974.jpg,Liverpool,True,4,458,180974,,True,,
Livramento,Tino_Livramento,2645203,1,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEF,0,0,441191.jpg,Liverpool,True,4,450,441191,,True,,
Neave,Sean_Neave,2645203,1,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FWD,0,0,599303.jpg,Liverpool,True,4,466,599303,,True,,
Pope,Nick_Pope,2645203,1,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GKP,0,0,98747.jpg,Liverpool,True,4,442,98747,,True,,
Shahar,Leo_Shahar,2645203,1,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEF,0,0,553746.jpg,Liverpool,True,4,609,553746,,True,,
Touré,Bazoumana_Touré,2645203,1,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID,0,0,611665.jpg,Liverpool,True,4,461,611665,,True,,
Woltemade,Nick_Woltemade,2645203,1,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FWD,0,0,470313.jpg,Liverpool,True,4,463,470313,,True,,
Acheampong,Josh_Acheampong,2645204,1,Chelsea,90.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,13.0,15.0,0.0,0.01,DEF,1,0,577016.jpg,Fulham,False,8,151,577016,,True,,
Colwill,Levi_Colwill,2645204,1,Chelsea,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,4.0,0.01,0.03,DEF,1,0,460028.jpg,Fulham,False,8,149,460028,,True,,
James,Reece_James,2645204,1,Chelsea,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,6.0,0.1,0.07,DEF,1,0,225796.jpg,Fulham,False,8,142,225796,,True,,
João Pedro,João_Pedro Junqueira de Jesus,2645204,1,Chelsea,90.0,1.0,11.0,0.0,1.0,0.0,0.0,2.0,45.0,3.0,0.63,0.06,FWD,1,0,475168.jpg,Fulham,False,8,165,475168,,True,,
Lacroix,Maxence_Lacroix,2645204,1,Chelsea,90.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,25.0,12.0,0.0,0.2,DEF,1,0,437499.jpg,Fulham,False,8,200,437499,,True,,
Sánchez,Robert_Sánchez,2645204,1,Chelsea,90.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.01,GKP,1,0,215059.jpg,Fulham,False,8,140,215059,,True,,
Palmer,Cole_Palmer,2645204,1,Chelsea,82.0,1.0,13.0,0.0,1.0,0.0,0.0,3.0,60.0,9.0,0.28,0.19,MID,1,0,244851.jpg,Fulham,False,8,154,244851,,True,,
Rogers,Morgan_Rogers,2645204,1,Chelsea,81.0,1.0,8.0,0.0,0.0,0.0,0.0,1.0,37.0,7.0,0.96,0.1,MID,1,0,244850.jpg,Fulham,False,8,40,244850,,True,,
Gusto,Malo_Gusto,2645204,1,Chelsea,75.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.03,DEF,1,0,482609.jpg,Fulham,False,8,144,482609,,True,,
Hato,Jorrel_Hato,2645204,1,Chelsea,64.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.01,0.03,DEF,1,0,551210.jpg,Fulham,False,8,148,551210,,True,,
Lavia,Roméo_Lavia,2645204,1,Chelsea,64.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,8.0,9.0,0.21,0.03,MID,1,0,514356.jpg,Fulham,False,8,161,514356,,True,,
Chavarria,Pep_Chavarría,2645204,1,Chelsea,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,DEF,0,1,498444.jpg,Fulham,False,8,583,498444,,True,,
Enzo,Enzo_Fernández,2645204,1,Chelsea,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.02,MID,0,1,448047.jpg,Fulham,False,8,155,448047,,True,,
Neto,Pedro_Lomba Neto,2645204,1,Chelsea,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,0.03,0.07,MID,0,1,247632.jpg,Fulham,False,8,156,247632,,True,,
Quenda,Geovany_Quenda,2645204,1,Chelsea,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,MID,0,1,593117.jpg,Fulham,False,8,164,593117,,True,,
Estêvão,Estêvão_Almeida de Oliveira Gonçalves,2645204,1,Chelsea,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,MID,0,1,624773.jpg,Fulham,False,8,157,624773,,True,,
Anselmino,Aaron_Anselmino,2645204,1,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEF,0,0,622758.jpg,Fulham,False,8,561,622758,,True,,
B.Badiashile,Benoît_Badiashile Mukinayi,2645204,1,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEF,0,0,242880.jpg,Fulham,False,8,146,242880,,True,,
Barco,Valentín_Barco,2645204,1,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID,0,0,543158.jpg,Fulham,False,8,568,543158,,True,,
Caicedo,Moisés_Caicedo Corozo,2645204,1,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID,0,0,486672.jpg,Fulham,False,8,159,486672,,True,,
Chalobah,Trevoh_Chalobah,2645204,1,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEF,0,0,180736.jpg,Fulham,False,8,143,180736,,True,,
D.Essugo,Dário_Luís Essugo,2645204,1,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID,0,0,491007.jpg,Fulham,False,8,163,491007,,True,,
Delap,Liam_Delap,2645204,1,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FWD,0,0,463034.jpg,Fulham,False,8,167,463034,,True,,
Disasi,Axel_Disasi,2645204,1,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEF,0,0,220362.jpg,Fulham,False,8,153,220362,,True,,
Emegha,Emmanuel_Emegha,2645204,1,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FWD,0,0,503037.jpg,Fulham,False,8,170,503037,,True,,
Fofana,Wesley_Fofana,2645204,1,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEF,0,0,444463.jpg,Fulham,False,8,145,444463,,True,,
Gittens,Jamie_Bynoe-Gittens,2645204,1,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID,0,0,463936.jpg,Fulham,False,8,158,463936,,True,,
Henderson,Jordan_Henderson,2645204,1,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID,0,0,56979.jpg,Fulham,False,8,101,56979,,True,,
Jörgensen,Filip_Jörgensen,2645204,1,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GKP,0,0,508479.jpg,Fulham,False,8,141,508479,,True,,
M.Sarr,Mamadou_Sarr,2645204,1,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEF,0,0,574458.jpg,Fulham,False,8,150,574458,,True,,
Marc Guiu,Marc_Guiu Paz,2645204,1,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FWD,0,0,499309.jpg,Fulham,False,8,168,499309,,True,,
Mheuka,Shumaira_Mheuka,2645204,1,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FWD,0,0,567119.jpg,Fulham,False,8,169,567119,,True,,
Mudryk,Mykhailo_Mudryk,2645204,1,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID,0,0,465920.jpg,Fulham,False,8,578,465920,,True,,
N.Jackson,Nicolas_Jackson,2645204,1,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FWD,0,0,517052.jpg,Fulham,False,8,166,517052,,True,,
Palestra,Marco_Palestra,2645204,1,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEF,0,0,620109.jpg,Fulham,False,8,152,620109,,True,,
Penders,Mike_Penders,2645204,1,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GKP,0,0,549939.jpg,Fulham,False,8,560,549939,,True,,
Tosin,Tosin_Adarabioyo,2645204,1,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEF,0,0,109646.jpg,Fulham,False,8,147,109646,,True,,
Welbeck,Danny_Welbeck,2645204,1,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FWD,0,0,50175.jpg,Fulham,False,8,136,50175,,True,,
Bassey,Calvin_Bassey,2645204,1,Fulham,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,0.02,0.02,DEF,1,0,232892.jpg,Chelsea,True,54,257,232892,,True,,
Castagne,Timothy_Castagne,2645204,1,Fulham,90.0,0.0,6.0,0.0,2.0,1.0,0.0,0.0,21.0,6.0,0.09,0.18,DEF,1,0,166477.jpg,Chelsea,True,54,258,166477,,True,,
Gonzalo,Gonzalo_García,2645204,1,Fulham,90.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,33.0,2.0,0.73,0.01,FWD,1,0,551466.jpg,Chelsea,True,54,569,551466,,True,,
Iwobi,Alex_Iwobi,2645204,1,Fulham,90.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,17.0,10.0,0.0,0.04,MID,1,0,153133.jpg,Chelsea,True,54,261,153133,,True,,
J.Cuenca,Jorge_Cuenca Barreno,2645204,1,Fulham,90.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,0.0,0.03,DEF,1,0,246301.jpg,Chelsea,True,54,255,246301,,True,,
King,Josh_King,2645204,1,Fulham,90.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,34.0,8.0,0.17,0.04,MID,1,0,577725.jpg,Chelsea,True,54,268,577725,,True,,
Leno,Bernd_Leno,2645204,1,Fulham,90.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,GKP,1,0,80201.jpg,Chelsea,True,54,250,80201,,True,,
Robinson,Antonee_Robinson,2645204,1,Fulham,81.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,0.13,0.04,DEF,1,0,169528.jpg,Chelsea,True,54,254,169528,,True,,
Berge,Sander_Berge,2645204,1,Fulham,72.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,0.03,0.03,MID,1,0,207189.jpg,Chelsea,True,54,265,207189,,True,,
Palacios,César_Palacios,2645204,1,Fulham,72.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,0.16,0.01,MID,1,0,571779.jpg,Chelsea,True,54,570,571779,,True,,
Bobb,Oscar_Bobb,2645204,1,Fulham,66.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,0.0,0.26,MID,1,0,477555.jpg,Chelsea,True,54,264,477555,,True,,
Charles,Shea_Charles,2645204,1,Fulham,23.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,MID,0,1,463210.jpg,Chelsea,True,54,580,463210,,True,,
Kevin,Kevin_Santos Lopes de Macedo,2645204,1,Fulham,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.01,MID,0,1,560552.jpg,Chelsea,True,54,263,560552,,True,,
Sessegnon,Ryan_Sessegnon,2645204,1,Fulham,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.03,0.0,DEF,0,1,184349.jpg,Chelsea,True,54,269,184349,,True,,
Muniz,Rodrigo_Muniz Carvalho,2645204,1,Fulham,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.02,0.0,FWD,0,1,244042.jpg,Chelsea,True,54,271,244042,,True,,
Andersen,Joachim_Andersen,2645204,1,Fulham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEF,0,0,174874.jpg,Chelsea,True,54,253,174874,,True,,
Cairney,Tom_Cairney,2645204,1,Fulham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID,0,0,76357.jpg,Chelsea,True,54,266,76357,,True,,
De Fougerolles,Luc_De Fougerolles,2645204,1,Fulham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEF,0,0,547686.jpg,Chelsea,True,54,610,547686,,True,,
Kusi-Asare,Jonah_Kusi-Asare,2645204,1,Fulham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FWD,0,0,631786.jpg,Chelsea,True,54,272,631786,,True,,
Lecomte,Benjamin_Lecomte,2645204,1,Fulham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GKP,0,0,86873.jpg,Chelsea,True,54,251,86873,,True,,
McNally,Alfie_McNally,2645204,1,Fulham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GKP,0,0,505079.jpg,Chelsea,True,54,252,505079,,True,,
Reed,Harrison_Reed,2645204,1,Fulham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID,0,0,153366.jpg,Chelsea,True,54,270,153366,,True,,
Smith Rowe,Emile_Smith Rowe,2645204,1,Fulham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID,0,0,209289.jpg,Chelsea,True,54,262,209289,,True,,
Tete,Kenny_Tete,2645204,1,Fulham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEF,0,0,167074.jpg,Chelsea,True,54,256,167074,,True,,
