,name,code,id,kickoff_time,XG,Round_XG,Round_XA,XGC,was_home,opponent,Clean_Sheet,Result,Threat,saves,ict_index,red_cards,defensive_contribution,Threat_against,Defcon_against,Saves_against,ICT_against,Plain_XG,Plain_XGC,Plain_GS,Plain_GC,XG_DEF,XG_MID,XG_FORWARD,Plain_GS_capped,Plain_GS_roll8,Plain_GS_roll18,Plain_GS_roll30,Plain_GC_capped,Plain_GC_roll8,Plain_GC_roll18,Plain_GC_roll30,Plain_XGC_capped,Plain_XGC_roll8,Plain_XGC_roll18,Plain_XGC_roll30,Plain_XG_capped,Plain_XG_roll8,Plain_XG_roll18,Plain_XG_roll30,Threat_capped,Threat_roll8,Threat_roll18,Threat_roll30,Threat_against_capped,Threat_against_roll8,Threat_against_roll18,Threat_against_roll30,Offensive_Index,Defensive_Index,XGA,XGCA,XGH,XGCH,XG_avg,XGC_avg,Rolling_Threat,Rolling_Saves,Rolling_ict_index,Rolling_Defcon_for,Rolling_Threat_Against,Rolling_Defcon_against,Rolling_ICT_Against,Rolling_Saves_Against,XG_slope,XGC_slope,Rolling_XG,Rolling_XGC,XG_neutral_slope,XGC_neutral_slope,Elo_Rating,XG_pred,XG_pred_rolling_error,XGC_pred,XGC_pred_rolling_error,cluster,XG_vs_cluster_0,XG_vs_cluster_1,XG_vs_cluster_2,XG_vs_cluster_3,XGC_vs_cluster_0,XGC_vs_cluster_1,XGC_vs_cluster_2,XGC_vs_cluster_3,kickoff_date,roll10_deep,roll10_deep_allowed,roll10_xpts,roll10_ppda,roll10_ppda_allowed
1920,Man City,43,13,2025-01-14 19:30:00+00:00,2.168,2.2,1.5,2.3652,False,94.0,0,1,224.0,3.0,80.5,0.0,0.0,197.0,0.0,6.0,68.5,2.2,2.58,2.0,2.0,0.3286369009094353,0.6645789476619238,0.8734754251332091,2.0,1.875,1.6,2.293333333333333,2.0,1.35,1.5666666666666669,1.2733333333333332,2.58,1.50125,1.6305555555555555,1.2826666666666668,2.2,1.7,1.7655555555555555,2.0496666666666665,224.0,164.375,191.72222222222223,205.66666666666663,197.0,122.625,122.5,104.9,1.9342,1.355825,1.7768248678521008,1.136306739231704,2.002358040902028,0.9713726945902844,1.911895727188532,1.204832358455497,1.8965,2.3991886222808825,65.545,76.87525236036308,1.108,76.70895388748566,47.58,4.211140058560858,-0.0254396609755897,0.0106593212745083,1.9750778016881616,1.1705411536142474,-0.022738864628215,0.0146488257478374,1173.610323233943,2.204247431108775,0.1445047745175856,1.0513919683828223,-0.1968992237421499,0,1.0006142834394898,1.9116920391061452,1.3933963100775193,1.7733584079601987,2.211508452229298,0.995553296089386,1.8507467317829456,1.2974335290215584,2025-01-14,0.42546768373213084,0.22787619891006622,0.5100390109237278,0.2305964703040353,0.32006665725957306
1921,Fulham,54,9,2025-01-14 19:30:00+00:00,1.868,1.97,1.82,1.1900000000000002,False,21.0,0,0,143.0,0.0,57.2,0.0,0.0,51.0,0.0,2.0,37.8,1.97,0.95,2.0,3.0,0.1484004531971599,0.8110098213147032,0.284549821074596,2.0,1.675,1.5777777777777775,1.5,3.0,1.5499999999999998,1.5666666666666669,1.6333333333333333,0.95,1.4425,1.2644444444444445,1.3306666666666664,1.97,1.3025,1.4955555555555555,1.4023333333333334,143.0,130.75,151.0,148.63333333333333,51.0,122.875,119.16666666666669,122.7,1.4642,1.3889333333333331,1.3025824168235052,1.4160827944806516,1.2600311355785774,1.412295753153396,1.3727533881005205,1.4015613035751784,1.4845,2.93158962431476,55.675,76.87525236036308,1.2085,76.70895388748566,47.48,3.2956553530497663,0.0016969453269069,-0.0011833322237846,1.3886501406354204,1.4429803315578889,0.0040834405509512,-0.0007603840237066,999.2447775457772,1.7404708112293807,-0.0727361284891328,0.9850003334440288,0.0868257126612405,3,1.15043877388535,1.6534275488826815,1.4771785913312692,1.4913855099502484,2.0331917515923554,1.1362916201117326,1.376513919504644,1.1571544112769483,2025-01-14,0.18058894009988732,0.16502112994792512,0.5675723027728338,0.20359281485780717,0.21993070157506145
1922,Bournemouth,91,3,2025-01-14 19:30:00+00:00,1.304,1.1900000000000002,0.52,2.374,False,8.0,0,1,95.0,8.0,44.1,0.0,0.0,227.0,0.0,1.0,70.4,1.1900000000000002,2.5,2.0,2.0,0.2732440838092644,0.8785091593631502,0.5325080948252737,2.0,1.5499999999999998,1.588888888888889,1.48,2.0,0.9500000000000002,1.2777777777777777,1.4066666666666665,2.5,1.3887500000000002,1.2372222222222222,1.3563333333333334,1.1900000000000002,2.06,1.931111111111111,1.768333333333333,95.0,190.375,167.77777777777777,159.66666666666666,227.0,141.0,138.0,148.83333333333334,1.7322333333333333,1.334575,1.515161712282464,1.5621536160911471,1.52899778432736,1.2322000406870737,1.6271565408191226,1.3658759141945551,1.7275,3.494830231823217,58.78,76.87525236036308,1.4,76.70895388748566,54.245000000000005,3.8342717189609385,-0.000979332636496,-0.0018678193188149,1.6449680939166478,1.4163543720674796,0.000429661860037,-0.0033551003106806,1040.3621124863694,1.5694074863920693,-0.0914695401049198,0.9927919487553588,0.1206881587811188,2,1.2482765286624198,2.083225626740947,1.6183928869969038,1.6283584079601987,1.8546001019108265,1.006507604456825,1.520795879256966,1.1683835290215585,2025-01-14,0.31420238311590265,0.3091687269461645,0.604140826492136,0.0634306897876287,0.1346460070587373
1923,Brentford,94,4,2025-01-14 19:30:00+00:00,2.33,2.56,1.72,2.176,True,43.0,0,1,197.0,6.0,68.5,0.0,0.0,224.0,0.0,3.0,80.5,2.56,2.2,2.0,2.0,0.2406172569893793,0.9615905715694144,0.46774550320006,2.0,1.725,1.8444444444444448,1.76,2.0,1.85,1.9,1.68,2.2,1.61,1.6377777777777778,1.516333333333333,2.56,1.5625,1.6177777777777778,1.5696666666666668,197.0,139.375,141.77777777777777,143.36666666666667,224.0,182.0,186.5,166.86666666666667,1.6090166666666668,1.6713166666666666,1.300838670340757,1.5560517535543177,1.514585834675883,1.533739874310286,1.5083644595874934,1.608106240299484,1.4025,4.26534170352743,54.11,76.87525236036308,1.847,76.70895388748566,65.28,3.0529159361606446,-0.0102206217327756,-0.0144048299912845,1.5418387294531386,1.5814064053662618,-0.0146650313060249,-0.0104549175495565,946.1391134052808,1.833726556128297,0.0524695796187644,1.1452795963007536,-0.0968005397496578,2,0.9733642834394898,2.738975626740947,1.319876151468315,1.1143584079601987,2.1187584522292977,1.099907604456825,1.858833681607419,1.2869335290215584,2025-01-14,0.28821966788605036,0.4673198570129807,0.4388043364852993,0.14403719171171192,0.2233143326098626
1924,Liverpool,14,12,2025-01-14 20:00:00+00:00,1.856,1.99,1.98,0.5124000000000001,False,17.0,0,1,231.0,2.0,69.8,0.0,0.0,77.0,0.0,5.0,40.0,1.99,0.31,1.0,1.0,0.1460454288512905,0.5014083957876975,0.2786713278864783,1.0,2.625,2.3000000000000003,2.1733333333333333,1.0,1.6,1.2444444444444445,1.2866666666666666,0.4,0.95375,0.9705555555555556,0.9866666666666666,1.99,2.67125,2.2033333333333336,2.3353333333333333,231.0,237.5,204.8333333333333,224.7333333333333,77.0,103.75,110.11111111111111,112.66666666666669,2.314591666666667,1.1088583333333335,1.961962314004036,1.2004049941589034,2.1307407364760484,0.9819403069552928,2.1804715959533545,1.1000154919452156,2.1795,2.476613892698189,69.87,76.87525236036308,1.0435,76.70895388748566,42.945,4.492182339870853,0.0224365847911599,-0.0080577012945288,2.245376945142487,1.1204752287666089,0.017410770572364,-0.0057537760792898,1240.5361495689515,2.151728697014439,-0.074819551248257,1.0398557762054663,0.1136250083121248,0,1.287591523809523,2.1069695334261835,2.2431261514683154,1.9316084079601987,1.831790895238094,1.0173220055710313,1.4162336816074188,1.0904835290215589,2025-01-14,0.5080373343839459,0.11456384896266732,0.8462029261341839,0.07290480579021097,0.4487335967558552
1925,Nott'm Forest,17,16,2025-01-14 20:00:00+00:00,0.54,0.31,0.24,1.8956,True,14.0,0,1,77.0,5.0,40.0,0.0,0.0,231.0,0.0,2.0,69.8,0.31,1.99,1.0,1.0,0.1316781715276103,0.784450794227691,0.2105737419580811,1.0,1.7999999999999998,1.5666666666666669,1.5333333333333334,1.0,1.075,1.177777777777778,1.3199999999999998,1.99,1.3125,1.2077777777777776,1.1966666666666663,0.4,1.22875,1.2066666666666668,1.3253333333333333,77.0,116.875,120.05555555555556,134.66666666666666,231.0,162.75,152.27777777777777,139.03333333333333,1.3676583333333332,1.2755833333333333,1.1740583866025296,1.3470803478402271,1.1818584484520267,1.243184324811212,1.2728083754303057,1.2853578348295265,1.3430000000000002,2.980113369918924,50.275,76.87525236036308,1.3765,76.70895388748566,51.785,2.856649674493373,0.0091966122495777,-0.0214038441873372,1.2795822562660208,1.337789489826107,0.0105069779450905,-0.0207867629498141,1008.7395175282012,1.4313822694303506,-0.0445209171077092,0.9518181229013808,0.1268400715843395,3,0.920341523809523,1.8207134401114209,1.2716261514683151,1.6030273634105958,2.1007908952380943,1.0104864066852377,1.4187836816074189,1.0561300099337747,2025-01-14,0.16962245351926744,0.3882658535138471,0.494030422734879,0.29515606361650343,0.08723333792610995
1926,Newcastle,4,15,2025-01-15 19:30:00+00:00,2.172,2.1100000000000003,1.7,1.3288000000000002,True,39.0,1,2,153.0,7.0,69.0,0.0,0.0,146.0,0.0,2.0,49.9,2.1100000000000003,1.62,3.0,0.0,0.1117024338712758,0.6080222518777735,0.3614384697033622,3.0,2.875,1.8666666666666667,1.9666666666666663,0.4,1.25,1.2666666666666666,1.2333333333333334,1.62,1.025,1.1205555555555555,1.209,2.1100000000000003,2.37625,1.8733333333333333,1.9583333333333333,153.0,189.125,159.55555555555554,163.93333333333334,146.0,105.25,123.44444444444444,133.53333333333333,1.979025,1.1965333333333332,1.6089244887144782,1.3121125165736116,1.898996295430091,1.181962080245025,1.8664926960361423,1.2217853158713257,1.5145,3.19356152389034,55.395,76.87525236036308,1.304,76.70895388748566,49.585,2.997145643065555,0.0321815414370931,-0.0340711804903709,1.880278796469517,1.2475408106283612,0.0264846306685749,-0.0328176340216068,1096.8741601908528,1.834227673489346,-0.0210790263531583,1.4917072585513789,0.1321683224969734,0,1.1919905854430377,2.169213440111421,1.815126151468315,1.3906198178807945,1.8384710759493657,0.9399864066852376,1.2321336816074189,1.1485900132450328,2025-01-15,0.3800707399285814,0.23490205318061913,0.6899281839243582,0.10783187189423651,0.1852467932610502
1927,Aston Villa,7,2,2025-01-15 19:30:00+00:00,1.118,1.22,0.24,0.8756,False,11.0,1,2,93.0,2.0,40.7,0.0,0.0,73.0,0.0,2.0,31.0,1.22,1.14,1.0,0.0,0.1887430627090811,1.014432357308812,0.6465262748818124,1.0,1.55,1.5333333333333334,1.5933333333333335,0.4,1.35,1.6222222222222222,1.7333333333333334,1.14,1.21,1.2388888888888887,1.4663333333333337,1.22,1.47125,1.5494444444444444,1.5046666666666666,93.0,144.125,146.66666666666666,134.06666666666666,73.0,123.375,122.33333333333331,138.3,1.505425,1.4214666666666669,1.2496743864541875,1.5968569771738566,1.6244341009822885,1.233708988204863,1.471239621859119,1.4183748246780137,1.4535,2.7148612900666382,50.775,76.87525236036308,1.2355,76.70895388748566,47.25,2.7792258255564697,-0.011996145598149,0.005117368141927,1.5296800742915238,1.4132884537177894,-0.0083084237288612,0.0010784034742794,1016.2285812900582,1.8736886522476244,-0.0053267780720115,1.1317642538616146,0.1461582504991207,2,1.136388702531645,1.7300390625000002,1.3446880757341575,1.602962272350993,1.960515291139239,0.9732926388888894,1.5078668408037093,1.4109000165562908,2025-01-15,0.2616024905263681,0.2022930492446382,0.5535057033595547,0.2045615556446126,0.18098137447505602
1928,Everton,11,8,2025-01-15 19:30:00+00:00,0.8300000000000001,1.14,0.64,1.1204,True,7.0,0,0,73.0,2.0,31.0,0.0,0.0,93.0,0.0,2.0,40.7,1.14,1.21,0.0,1.0,0.1413840301700589,0.6529108284371224,0.4347764326721306,0.4,0.675,0.9444444444444444,0.9733333333333334,1.0,1.275,1.2111111111111112,1.36,1.21,1.27625,1.2994444444444444,1.4336666666666666,1.14,0.81,1.0238888888888888,1.0353333333333334,73.0,71.375,105.44444444444444,105.63333333333334,93.0,146.375,141.05555555555554,150.46666666666667,0.9623666666666668,1.3641083333333333,0.9104268052825576,1.5105650836097646,1.0532441209070813,1.2617759732843483,0.9721010648807432,1.375139430890195,1.006,3.222220914009057,41.945,76.87525236036308,1.531,76.70895388748566,53.835,2.6696636308906823,-0.0122734214881889,-0.0053144988932479,1.0480894970057548,1.4259013876053357,-0.01200389444354,-0.0036044894297982,910.0821694203994,1.010628168893123,0.1850750338995105,1.5542855757958134,0.0868738318514013,3,0.890138702531645,1.6762890625000002,0.9628142272024728,1.1897653347107435,1.978815291139239,0.9990426388888896,1.425500522411128,1.1605740925619834,2025-01-15,0.0952637944510501,0.30164813156715314,0.2777628739818462,0.19793235830097217,0.1252662369063735
1929,Leicester,13,11,2025-01-15 19:30:00+00:00,1.286,1.7,1.36,1.7388000000000003,True,31.0,0,0,133.0,2.0,56.6,0.0,0.0,127.0,0.0,4.0,52.5,1.7,1.82,0.0,2.0,0.2005527445896684,0.7957498719958368,0.7361202267039364,0.4,1.0750000000000002,1.2222222222222223,1.24,2.0,2.375,2.3000000000000003,2.0933333333333333,1.82,2.00625,2.032777777777778,1.9476666666666669,1.7,1.00375,1.087777777777778,1.288,133.0,94.25,100.88888888888889,105.06666666666666,127.0,192.0,185.94444444444449,176.53333333333333,1.1493416666666667,2.020858333333333,1.1488555532646187,1.874529424312956,1.0286955623771508,1.688039594312505,1.1190586122437756,1.901071421323032,0.9825,3.633287127143351,44.61,76.87525236036308,1.9685,76.70895388748566,64.59,2.0507840403000714,-0.0264917782993599,-0.0197642553604103,1.0930498350811555,1.927452132627064,-0.0234811006555064,-0.0165607434324031,822.8162311081303,1.1558035547127192,0.18518367650342,1.898231841394133,-0.0683467296883328,1,0.9312405854430374,1.7965390625000002,0.8720705015432099,1.5002806694214872,2.3516210759493656,1.2609926388888897,2.039009484567901,1.5542481851239665,2025-01-15,0.09978264706002038,0.39182665154609925,0.28367397678823025,0.3333806648695831,0.20200489960507007
1930,Crystal Palace,31,7,2025-01-15 19:30:00+00:00,1.7400000000000002,1.81,0.8300000000000001,1.354,False,13.0,1,2,127.0,4.0,52.5,0.0,0.0,133.0,0.0,2.0,56.6,1.81,1.7,2.0,0.0,0.1624017322537092,0.6536329055154547,0.694957643173229,2.0,1.5499999999999998,1.2777777777777777,1.5399999999999998,0.4,1.275,1.3333333333333333,1.32,1.7,1.395,1.4216666666666666,1.4256666666666669,1.81,1.53,1.472777777777778,1.434,127.0,139.875,142.66666666666666,137.73333333333332,133.0,139.875,143.77777777777777,140.6,1.4507,1.3864833333333335,1.1004338694081812,1.455344898458416,1.271808577494585,1.2587015854513175,1.3184106117256915,1.3717532876441,1.3475,2.839639255251698,49.455,76.87525236036308,1.444,76.70895388748566,54.035,3.494673931356914,0.0054404843885002,0.0061783465653892,1.3006727444311892,1.398247579867841,0.0047697783252175,0.0010318747352927,979.7306706586168,1.3050071935210217,0.0056795897779932,1.594397870198438,0.0293795688602784,3,1.0817405854430375,1.8772890625,1.3446410030864195,1.3650135519801978,2.062071075949366,1.0732426388888894,1.3361689691358023,1.368288630363036,2025-01-15,0.20712938865824818,0.2847365608062034,0.5050583183705258,0.2186670656009539,0.10894917307026832
1931,Wolves,39,20,2025-01-15 19:30:00+00:00,1.27,1.63,0.7,2.1364,False,4.0,0,0,146.0,2.0,49.9,0.0,0.0,153.0,0.0,7.0,69.0,1.63,2.11,0.0,3.0,0.1992768392813763,1.01076785492155,0.5114145210089758,0.4,1.275,1.6222222222222225,1.3933333333333335,3.0,2.1,2.177777777777778,2.14,2.11,1.38,1.718888888888889,1.758,1.63,1.19125,1.0911111111111111,1.0333333333333334,146.0,116.375,117.61111111111111,109.93333333333334,153.0,124.0,154.77777777777777,175.03333333333333,1.199675,1.7958333333333334,1.0201757326328706,1.6646061231757323,1.0288231975914417,1.6185316165066894,1.112087232556078,1.7187011015872722,1.123,2.983590151635452,47.05,76.87525236036308,1.614,76.70895388748566,57.71,2.839378262924606,-0.0041740842309616,-0.0198552910354676,1.139816074002981,1.710665726255281,-0.0028194717519673,-0.0118647124092236,851.8391657341903,0.9363715566899944,-0.0394857019148778,1.3864345146356358,-0.0037760381528112,1,0.9911387025316448,1.6543575138504156,1.3566410030864198,1.383560841584158,2.1193152911392388,1.02095484764543,1.9586189691358027,1.5532209042904288,2025-01-15,0.21916467434274298,0.2533467967502247,0.33862855595679964,0.1472593050476133,0.1435809215976908
1932,Arsenal,3,1,2025-01-15 20:00:00+00:00,1.416,1.4500000000000002,1.28,0.8672000000000002,True,6.0,0,1,173.0,1.0,51.8,0.0,0.0,104.0,0.0,3.0,41.8,1.4500000000000002,0.78,1.0,1.0,0.0888916212022069,0.3051762691183007,0.0962047632007978,1.0,1.6750000000000005,1.8444444444444448,1.8866666666666667,1.0,0.7749999999999999,1.1111111111111112,0.9933333333333334,0.78,0.73625,0.9033333333333334,0.955,1.4500000000000002,1.8375,1.7533333333333334,1.865,173.0,186.625,177.88888888888889,192.46666666666667,104.0,72.75,102.5,94.26666666666668,1.83635,0.9282416666666666,1.6727001424066177,0.8758178541172248,1.9367511643414588,0.8022791175798615,1.8205378266870191,0.8836450762576049,1.848,2.2197512401797,60.02,76.87525236036308,1.0225,76.70895388748566,42.875,3.039740400164492,-0.0014608696498267,0.0033179903169783,1.939090259274568,0.8838667148415426,-0.0059246283308402,0.0037620051184296,1219.4812478580077,1.795451711671497,0.1492687418744917,0.8771061719424544,0.0218355679374707,0,1.0724073659305986,1.966929016620499,1.3283910030864197,2.383155420792079,1.9938648391167173,0.940225817174516,1.1368189691358026,0.8730354521452144,2025-01-15,0.39672540457039707,0.035344666473139205,0.7915349859627849,0.09345277116520889,0.3214497274034891
1933,Spurs,6,18,2025-01-15 20:00:00+00:00,0.8759999999999999,0.78,0.24,1.5940000000000003,False,3.0,0,0,104.0,3.0,41.8,0.0,0.0,173.0,0.0,1.0,51.8,0.78,1.45,1.0,2.0,0.2660088755425284,0.7959687787247681,0.5043125407803601,1.0,1.85,2.033333333333333,1.84,2.0,2.05,1.5666666666666669,1.6666666666666667,1.45,2.1,1.6577777777777778,1.6366666666666665,0.78,1.505,1.7777777777777777,1.7436666666666665,104.0,138.625,164.16666666666666,170.23333333333332,173.0,171.75,149.94444444444446,143.56666666666666,1.7472666666666663,1.6840666666666668,1.5556035267103887,1.5430486540134662,1.710539801482694,1.475733226017215,1.690169165381604,1.5967288033410036,1.737,3.030686037440936,60.54,76.87525236036308,1.409,76.70895388748566,52.36,3.3884413873173087,-0.009136307304636,0.0070203397573871,1.756651330986537,1.6160548201848393,-0.0051750080400544,0.0046238729443622,1004.2362568109256,1.4626007770274445,0.041262987819932,1.8610876954686475,0.0355242743927375,2,1.3174205993690844,1.954929016620499,1.894132311248074,1.3938581311881186,2.3740127192429004,1.139075817174516,1.9355073836671808,1.1441031782178217,2025-01-15,0.28995501509199806,0.29881344985662706,0.4034052574100953,0.14674932550349729,0.15640730876186837
1934,Brighton,36,5,2025-01-16 19:30:00+00:00,0.982,0.97,0.96,0.1856,False,40.0,1,2,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.97,0.29,2.0,0.0,0.0915534872836718,0.772395897425189,0.4345439503493655,2.0,1.225,1.4555555555555553,1.2533333333333332,0.4,1.6,1.588888888888889,1.5933333333333333,0.4,1.1975,1.4872222222222224,1.5023333333333333,0.97,1.2225,1.3233333333333337,1.339,40.0,132.75,136.88888888888889,139.46666666666667,40.0,116.0,135.88888888888889,135.4,1.3227,1.45975,1.335991086723397,1.47896328676624,1.421136773135912,1.3080068764335528,1.350631964964827,1.4266175407999482,1.466,2.812312275892493,53.315,76.87525236036308,1.385,76.70895388748566,48.755,3.6884115565617033,-0.0113671027157233,-0.0073664708932843,1.4743153380476437,1.4648837594947497,-0.0108936110582085,-0.005367249433477,979.2284394267994,0.8961659799418584,0.0130226033436191,1.741589905585887,-0.0012427735047615,2,1.2033499213836474,1.7446075138504156,1.335066155624037,1.4157162623762374,1.9109838364779863,1.19150484764543,1.71835369183359,1.414506356435643,2025-01-16,0.3017812062540103,0.20026702338246416,0.46961139339476293,0.10469156538102892,0.19024161459672523
1935,Ipswich,40,10,2025-01-16 19:30:00+00:00,0.174,0.29,0.12,0.9408000000000002,True,36.0,0,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.29,0.97,0.0,2.0,0.1450659391945582,1.1807412479760029,0.4954100975915201,0.4,0.95,1.1,1.0571428571428572,2.0,1.675,1.7111111111111112,1.7999999999999998,0.97,1.95875,2.001111111111112,2.045714285714286,0.4,0.96625,1.0655555555555556,0.9752380952380952,40.0,92.0,99.55555555555556,95.0952380952381,40.0,151.25,161.94444444444446,163.33333333333334,1.0064678571428571,1.8529702380952384,0.9263870253118563,1.9628442515757945,0.8741796980619243,1.7785736132845522,0.9533756094148738,1.8618395852627057,0.9535,3.817250106957616,40.79,76.87525236036308,1.695,76.70895388748566,55.165,2.251542875525364,0.0035900726742606,-0.0172968652330866,0.9924302709858824,1.942811361288305,0.0041735312606011,-0.0133334425583847,860.1697005171272,0.9638445448042368,0.0501862864885802,1.71393054805882,0.1440206442157974,1,0.9306898899371062,1.651641919889503,1.3848161556240368,1.1033581311881189,2.0716273710691806,1.1863470165745864,1.9931536918335904,1.787903178217822,2025-01-16,0.24706102521842202,0.25421041733316274,0.47396242417311146,0.16687940731208645,0.20242969143116013
1936,Man Utd,1,14,2025-01-16 20:00:00+00:00,2.514,3.19,1.55,1.1328000000000005,True,20.0,0,2,0.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,3.19,1.52,3.0,1.0,0.1259357029116249,1.0117442727103327,0.3117825262324216,3.0,1.325,1.4333333333333331,1.5333333333333334,1.0,2.0,1.4444444444444444,1.66,1.52,1.5375,1.4894444444444443,1.6443333333333332,3.19,1.50875,1.4305555555555556,1.4603333333333337,40.0,109.25,131.0,139.33333333333334,40.0,124.0,121.27777777777776,144.23333333333332,1.430675,1.55385,1.2650980590790806,1.605447180988729,1.4037814280300709,1.4315101727754294,1.382557371777288,1.5361643384410395,1.3344999999999998,2.904005028823712,51.085,76.87525236036308,1.278,76.70895388748566,46.6,3.657499889487256,-0.0107552908076973,-0.0093938458950377,1.3987194373315983,1.5455442124223266,-0.0058024525192967,-0.006983449707736,964.766697837909,1.0508968937055203,0.0915420851168288,2.18051999641113,0.1120240727642934,3,1.078849921383647,1.4486182665745857,1.2331459538461538,1.6015135519801975,2.0278838364779865,1.0838475138121555,1.6351250646153843,1.339888630363036,2025-01-16,0.26284075935156204,0.13812442024453914,0.47455898214957665,0.0975960583844114,0.23199773412264013
1937,Southampton,20,17,2025-01-16 20:00:00+00:00,0.948,1.58,0.19,2.5280000000000005,False,1.0,0,0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.58,3.2,0.0,3.0,0.2358573711203459,1.4038290200035093,0.565718844001055,0.4,0.55,0.8111111111111111,1.02,3.0,2.425,2.211111111111111,2.3600000000000003,3.2,2.60125,2.3994444444444447,2.3256666666666663,1.58,0.94375,1.0344444444444445,1.0823333333333334,40.0,89.25,94.33333333333331,95.8,40.0,198.0,196.88888888888889,180.46666666666667,0.967225,2.277758333333333,0.8278036113936008,1.8151935220269104,0.8979016611614342,2.0004980813833693,0.9150388181387588,2.0928020675192363,1.039,4.312136431223146,42.260000000000005,76.87525236036308,2.0065,76.70895388748566,64.725,2.445750977742436,-0.016775854457987,0.0017220197405679,0.91053302227307,2.137869151549766,-0.0142117702064683,-0.0002076614273385,743.3244074782847,1.1110513748711577,0.1186660033198701,1.885918911123564,-0.1317067497411453,1,0.9455999213836472,1.717529958677686,0.9103959538461536,1.176810841584158,2.3803838364779866,1.3676358677685958,2.574325064615385,1.3812209042904289,2025-01-16,0.1294725726209256,0.4498026567653996,0.14918930227522362,0.16177246792401978,0.1824209936572092
1938,Newcastle,4,15,2025-01-18 12:30:00+00:00,0.99,0.8300000000000001,0.65,2.6144,True,91.0,0,0,146.0,6.0,47.9,0.0,0.0,264.0,0.0,3.0,88.5,0.8300000000000001,2.26,1.0,4.0,0.1491018930109923,0.8729061959049349,0.3277854764359483,1.0,2.625,1.8111111111111111,1.9666666666666663,4.0,1.375,1.4333333333333331,1.3333333333333333,2.26,1.05875,1.191111111111111,1.237,0.8300000000000001,2.2175,1.852222222222222,1.8996666666666668,146.0,188.375,160.83333333333334,162.33333333333334,264.0,113.375,130.55555555555554,138.96666666666667,1.9241833333333327,1.2679416666666667,1.6110387270525242,1.313203873893374,1.8801957471828648,1.21116004278643,1.8349002852255136,1.2650618125032844,1.5665,3.326575435128314,57.30500000000001,76.87525236036308,1.286,76.70895388748566,51.155,2.972965492897149,0.0200487165063511,-0.0255581898157876,1.892143209140929,1.2536651502454348,0.0199085814831228,-0.0245279497448848,1098.7842836966863,2.059283169899077,-0.0210790263531583,0.9519664806781584,0.1321683224969734,2,1.146269905660377,2.2102749655647385,1.8143959538461536,1.3895735090609551,1.9620306037735835,0.9658798898071632,1.2313250646153846,1.1496418747940689,2025-01-18,0.3915283883311773,0.24226460202816313,0.5983032395451403,0.09916455198436616,0.16311125123316494
1939,Bournemouth,91,3,2025-01-18 12:30:00+00:00,2.702,2.29,1.2,0.9576,False,4.0,0,2,264.0,3.0,88.5,0.0,0.0,146.0,0.0,6.0,47.9,2.29,0.79,4.0,1.0,0.2214120651849834,0.8455071239491168,0.4275062959752129,4.0,1.925,1.7888888888888888,1.5799999999999998,1.0,1.0250000000000004,1.2777777777777777,1.4266666666666663,0.79,1.415,1.237777777777778,1.3693333333333335,2.29,1.93125,1.960555555555556,1.8036666666666668,264.0,194.0,173.11111111111111,164.33333333333334,146.0,146.375,140.88888888888889,151.83333333333334,1.7974249999999998,1.3549166666666663,1.5040340641300198,1.5820297990384096,1.5257577414995631,1.2398796628611963,1.6561604514073958,1.3829356988082346,1.711,3.5591678583523247,58.86500000000001,76.87525236036308,1.4269999999999998,76.70895388748566,53.63,3.952446205302373,0.0003894356213505,-0.0034405049514908,1.6267860353992702,1.4594498949301224,0.0010087481495296,-0.0048508697770434,1034.829400580533,1.6916709449222962,-0.0933528750156956,1.6182124171569796,0.1568019959813381,2,1.2502699056603768,2.097774965564738,1.6004744546850995,1.627573509060955,1.8530306037735835,1.0561298898071632,1.6078863164362518,1.1687918747940689,2025-01-18,0.3078215969022673,0.33269184057248397,0.6461491412390845,0.05525499984623147,0.12678489253813535
