,assists,bonus,bps,clean_sheets,element,expected_assists,expected_goal_involvements,expected_goals,kickoff_time,expected_goals_conceded,fixture,goals_conceded,goals_scored,minutes,opponent_team,saves,total_points,value,was_home,Cluster,XGH,XGCH,XGA,XGCA,Own_cluster,ICT,Threat,creativity,influence,defcon,season,XGC_DEF,XGC_FWD,XGC_MID,Own_Attacking_form,opponent_code,Team_XG,Team_XA,position,name,Team,available,average_minutes,gamepos,xGChain,xGBuildup,shots,key_passes,rolling_form,rolling_XG,rolling_XA,rolling_GC,rolling_bps,rolling_GS,rolling_shots,rolling_key_passes,rolling_XG_historic,rolling_XA_historic,rolling_Threat_historic,rolling_Creativity_historic,rolling_bps_historic,rolling_bonus_historic,rolling_bonus,rolling_GS_historic,rolling_Assist_historic,rolling_GC_historic,rolling_XGC_historic,rolling_Assist,BPS_per_90,Rolling_creativity,Rolling_influence,Rolling_BPS_per_90,XG_Mean,XA_Mean,Shots_Mean,time,rolling_Chain,Overscore,Average_Overscore,rolling_ICT,rolling_Threat,Threat_Mean,Influence_Mean,Adjusted_XG,Rolling_adjusted_XG_form,Rolling_adjusted_XG,Adjusted_XGC,Rolling_adjusted_XGC,Adjusted_XA,Rolling_adjusted_XA_form,Rolling_adjusted_XA,Adjusted_BPS,Rolling_adjusted_BPS,Adjusted_Fantasy,Rolling_adjusted_Fantasy,OverAssist,Adjusted_XG_Mean,XG_slope,XA_slope,Threat_slope,Influence_slope,Cluster_XG,Cluster_XA,rolling_Adjusted_XG_historic,rolling_Adjusted_XA_historic,Share_of_XG,Share_of_XA,defcon_adjusted,defcon_hit_rate,defcon_avg,defcon_avg_hit_rate,Average_OverAssist,Clipped_XG,Clipped_XA,Clipped_PBS,XG_vs_0,XG_vs_2,XG_vs_3,XG_vs_1,XA_vs_0,XA_vs_2,XA_vs_3,XA_vs_1,BPS_vs_0,BPS_vs_2,BPS_vs_3,BPS_vs_1,XG_Mean_difference,XA_Mean_difference,Shot_Mean_difference,Threat_Mean_difference,Adjusted_XG_Mean_difference
766,1.0,0.0,12.0,0.0,93.0,0.0,0.0,0.0,2025-08-15,0.4,1.0,2.0,0.0,90,12.0,0.0,4.0,45.0,False,3,2.3,0.86,2.05,1.19,2,3.1,0.0,10.0,21.2,4.0,30,0.07,0.32,0.98,1.52,14,1.71,0.63,MID,Hamed_Traorè,91,1,0.7,AMC,0.01,0.0,0.9,1.5,2.08,0.09,0.07,0.83,7.87,0.0,0.81,1.15,0.11,0.11,42.0,39.35,7.45,0.0,0.0,0.0,0.09,1.0,1.02,0.15,0.75,16.36,10.41,0.36,0.09,0.08,0.9,11,0.32,0.0,0.0,4.45,6.54,5.04,10.73,0.0,0.02,0.11,0.17,0.48,0.0,0.01,0.11,13.88,8.64,4.63,1.83,2.11,0.08,0.007963821110271765,-0.0068693360441818155,0.2775618286980168,-0.32,0.13,0.17,0.08,0.09,0.08,0.16,4.0,0,4.0,0.0,0.86,0.0,0.0,12.0,0.04,0.01,0.06,0.24,0.23,0.17,0.08,0.02,13.0,8.75,11.0,3.0,-1.0,-1.0,-0.1,0.3,0.4
767,0.0,0.0,19.0,0.0,508.0,0.0,0.54,0.54,2023-04-25,0.67,323.0,0.0,1.0,90,10.0,0.0,6.0,65.0,True,0,1.1,1.7,1.24,1.89,0,6.8,37.0,1.2,30.2,,30,0.18,0.73,1.01,1.16,13,1.7,0.84,MID,Luis_Sinisterra Lucumí,2,1,0.47,Sub,0.51,0.0,2.0,0.0,3.4,0.25,0.04,1.45,10.94,0.37,1.87,0.51,0.12,0.02,26.45,12.94,9.11,0.32,0.27,0.26,0.0,1.21,0.52,0.0,0.61,8.13,15.77,0.43,0.21,0.03,1.73,19,0.26,1.51,2.14,4.02,17.8,18.16,13.47,0.29,0.03,0.15,0.54,0.84,0.0,0.0,0.02,10.03,9.61,3.17,2.24,0.0,0.11,0.013062212424490063,0.0021933718388938627,0.5929928490706282,-0.07,0.12,0.06,0.08,0.01,0.11,0.03,,0,,,0.0,0.54,0.0,19.0,0.19,0.06,0.0,0.35,0.05,0.01,0.02,0.01,11.67,4.38,12.0,22.0,1.54,-0.15,0.08,-0.02,0.2
768,0.0,0.0,3.0,0.0,90.0,0.03,0.03,0.0,2025-09-27,0.48,56.0,0.0,0.0,90,11.0,0.0,1.0,50.0,False,0,1.18,1.75,1.0,1.96,2,1.0,0.0,6.3,3.8,1.0,30,0.19,0.54,0.56,1.51,2,0.82,0.72,MID,Alex_Scott,91,1,48.96,DMC,0.0,0.0,0.7,0.79,2.56,0.04,0.05,0.38,10.7,0.11,0.76,0.74,0.04,0.05,32.76,21.35,8.0,0.07,0.22,0.03,0.0,0.5,0.63,0.0,0.1,11.08,10.86,0.47,0.04,0.05,1.01,49,0.01,2.91,0.93,2.53,4.46,4.81,8.96,0.0,0.0,0.03,0.41,0.34,0.02,0.0,0.04,1.72,8.29,0.57,1.9,0.0,0.03,-0.0001030291829066054,-0.0014983074091184305,-0.15629845485588983,0.11,0.05,0.02,0.03,0.04,0.03,0.07,1.0,0,6.17,0.0,0.0,0.0,0.03,3.0,0.05,0.04,0.03,0.06,0.03,0.1,0.04,0.03,6.38,8.38,8.12,11.25,-1.0,-0.48,-0.25,-0.07,0.11
769,0.0,0.0,2.0,0.0,76.0,0.0,0.0,0.0,2025-01-04,0.06,192.0,0.0,0.0,90,8.0,0.0,1.0,48.0,True,2,0.85,1.04,0.75,1.39,2,0.0,0.0,0.0,0.0,,30,0.25,0.37,0.94,1.44,11,1.85,1.24,MID,Philip_Billing,91,1,0.0,Sub,0.0,0.0,0.0,0.0,1.06,0.06,0.07,0.52,5.29,0.0,0.65,0.72,0.05,0.07,25.2,78.06,6.2,0.07,0.0,0.07,0.07,0.7,0.41,0.01,0.25,9.71,5.16,0.42,0.06,0.07,0.67,75,0.2,0.07,1.22,3.61,9.83,5.86,5.09,0.0,0.01,0.09,0.08,0.29,0.0,0.01,0.09,1.44,9.7,0.72,0.75,0.1,0.04,0.0032789539738348537,0.0022743360051511417,0.1895780919705489,-0.15,0.11,0.09,0.04,0.05,0.03,0.08,,0,,,0.0,0.0,0.0,2.0,0.05,0.11,0.08,0.1,0.09,0.05,0.06,0.07,5.38,7.5,8.0,5.62,-1.0,-1.16,-0.03,0.68,1.4
770,0.0,0.0,2.0,0.0,88.0,0.0,0.0,0.0,2025-09-13,0.0,32.0,0.0,0.0,90,6.0,0.0,1.0,49.0,True,1,1.73,1.32,1.64,1.49,2,0.2,0.0,0.1,2.0,1.0,30,0.11,0.46,0.94,1.21,36,1.45,0.92,MID,Lewis_Cook,91,1,4.92,DMC,0.13,0.13,0.33,1.2,1.43,0.02,0.05,1.16,8.72,0.0,0.23,0.74,0.02,0.08,1.97,17.99,12.4,0.03,0.04,0.0,0.07,1.13,1.21,0.04,0.5,10.2,10.45,0.19,0.02,0.06,0.29,98,0.29,0.03,0.0,2.48,1.37,1.71,13.16,0.0,0.0,0.01,0.0,0.62,0.0,0.0,0.06,1.34,9.25,0.67,1.03,0.85,0.01,-0.0003404164795279381,-0.0028591394217872723,-0.07424264335469417,-0.04,0.01,0.09,0.01,0.06,0.01,0.1,1.0,0,1.0,0.0,1.01,0.0,0.0,2.0,0.06,0.01,0.0,0.01,0.15,0.05,0.06,0.06,19.25,11.88,10.38,10.5,-1.0,-3.44,-0.22,-0.2,-0.19
771,1.0,0.0,7.0,0.0,87.0,0.02,0.1,0.08,2025-09-27,1.36,56.0,2.0,0.0,90,11.0,0.0,4.0,50.0,False,0,1.18,1.75,1.0,1.96,2,0.9,5.0,4.4,0.0,5.0,30,0.19,0.54,0.56,1.51,2,0.82,0.72,MID,Ryan_Christie,91,1,30.13,DMC,0.33,0.17,1.11,1.27,2.27,0.06,0.07,0.82,11.23,0.04,1.26,1.47,0.08,0.1,15.37,23.34,14.5,0.17,0.12,0.07,0.13,0.93,0.98,0.22,0.12,14.51,11.47,0.21,0.07,0.07,1.36,102,0.34,0.58,0.87,3.12,6.67,8.92,16.68,0.05,0.02,0.05,1.15,0.49,0.01,0.0,0.06,4.01,9.62,2.29,1.42,3.26,0.08,-0.0011667214956942455,-0.0017268949797039153,-0.22594214166294155,-0.08,0.09,0.14,0.06,0.06,0.05,0.11,5.0,0,5.25,0.0,2.48,0.08,0.02,7.0,0.08,0.06,0.11,0.07,0.14,0.12,0.06,0.07,15.25,13.5,12.38,10.88,0.19,-0.79,-0.08,-0.25,-0.47
772,0.0,0.0,5.0,0.0,86.0,0.06,0.15,0.09,2025-09-27,0.48,56.0,0.0,0.0,90,11.0,0.0,1.0,50.0,False,0,1.18,1.75,1.0,1.96,2,3.0,18.0,6.8,4.8,3.0,30,0.19,0.54,0.56,1.51,2,0.82,0.72,MID,David_Brooks,91,1,51.08,Sub,0.5,0.07,0.9,0.6,2.09,0.12,0.14,0.39,8.65,0.01,0.86,0.72,0.11,0.09,29.3,29.48,7.7,0.07,0.1,0.03,0.07,0.47,0.57,0.07,0.17,15.53,7.58,0.19,0.12,0.13,0.69,54,0.4,0.04,0.31,3.42,12.34,14.38,7.03,0.05,0.01,0.12,0.41,0.31,0.03,0.01,0.09,2.86,7.85,0.57,1.63,0.49,0.08,0.0005230039511047626,0.0037996302293194315,0.21550091160560433,-0.01,0.12,0.13,0.08,0.07,0.07,0.12,3.0,0,5.17,0.0,0.53,0.09,0.06,5.0,0.1,0.14,0.15,0.11,0.14,0.04,0.1,0.07,5.12,8.0,10.12,5.62,-0.23,-0.64,0.24,-0.14,0.43
773,0.0,0.0,19.0,0.0,85.0,0.02,0.06,0.04,2025-09-27,1.77,56.0,2.0,0.0,90,11.0,0.0,2.0,50.0,False,0,1.18,1.75,1.0,1.96,2,1.9,2.0,3.3,13.2,10.0,30,0.19,0.54,0.56,1.51,2,0.82,0.72,MID,Tyler_Adams,91,1,86.08,DMC,0.18,0.14,0.17,1.0,2.38,0.03,0.03,1.02,15.08,0.0,0.17,1.0,0.05,0.03,4.63,10.6,12.43,0.03,0.0,0.0,0.1,1.0,1.06,0.01,0.24,7.13,14.34,0.18,0.03,0.03,0.17,61,0.18,0.0,0.0,2.01,2.69,5.53,13.92,0.02,0.0,0.02,1.5,0.55,0.01,0.0,0.02,10.88,10.33,1.15,1.87,0.45,0.03,0.00024322876041397675,-0.0008726403445621758,0.21683495903603597,-0.27,0.03,0.02,0.03,0.02,0.03,0.04,10.0,0,11.33,0.17,0.0,0.04,0.02,19.0,0.02,0.05,0.0,0.09,0.03,0.04,0.03,0.02,11.62,12.75,12.12,10.88,0.29,-0.33,0.0,-0.51,-0.42
774,0.0,0.0,3.0,0.0,84.0,0.02,0.02,0.0,2025-09-27,0.48,56.0,0.0,0.0,90,11.0,0.0,1.0,55.0,False,0,1.18,1.75,1.0,1.96,2,2.0,4.0,12.2,4.0,4.0,30,0.19,0.54,0.56,1.51,2,0.82,0.72,MID,Marcus_Tavernier,91,1,62.73,AMR,1.2,0.7,1.79,1.27,3.14,0.12,0.11,0.75,11.27,0.1,1.85,1.32,0.15,0.11,19.02,29.09,11.87,0.17,0.31,0.1,0.23,0.9,0.73,0.06,0.1,16.83,12.31,0.17,0.12,0.11,1.78,88,0.94,0.89,0.68,3.74,11.3,13.11,13.64,0.0,0.01,0.11,0.41,0.41,0.01,0.01,0.08,1.72,9.59,0.57,2.37,0.53,0.1,-7.657127932353138e-05,-0.0014402600218469746,0.061039584680012575,-0.18,0.22,0.15,0.11,0.08,0.09,0.12,4.0,0,7.17,0.17,0.53,0.0,0.02,3.0,0.19,0.06,0.11,0.3,0.14,0.06,0.08,0.15,15.5,8.62,10.38,15.0,-1.0,-0.77,0.04,-0.14,0.19
775,0.0,0.0,22.0,0.0,82.0,0.05,0.26,0.21,2025-09-27,1.84,56.0,2.0,1.0,90,11.0,0.0,7.0,77.0,False,0,1.18,1.75,1.0,1.96,2,6.8,9.0,16.6,42.4,7.0,30,0.19,0.54,0.56,1.51,2,0.82,0.72,MID,Antoine_Semenyo,91,1,89.4,AML,1.22,0.61,2.46,0.95,6.97,0.35,0.06,1.05,19.27,0.57,2.47,0.96,0.28,0.09,31.44,19.8,16.6,0.53,0.8,0.37,0.27,1.03,1.13,0.26,0.24,18.04,30.86,0.23,0.34,0.06,2.58,87,0.93,1.63,1.3,5.15,17.46,24.16,28.77,0.12,0.08,0.19,1.56,0.57,0.03,0.0,0.05,12.6,12.81,4.01,4.62,4.23,0.22,0.009764858535866923,-0.0018022192811640487,-0.07307217134712025,0.45,0.29,0.1,0.21,0.07,0.21,0.09,7.0,0,8.17,0.17,4.82,0.21,0.05,22.0,0.3,0.24,0.38,0.22,0.1,0.12,0.09,0.18,18.25,15.12,14.12,14.12,-0.38,-0.04,-0.04,-0.28,-0.1
776,0.0,0.0,6.0,0.0,81.0,0.05,0.05,0.0,2025-09-27,1.36,56.0,2.0,0.0,90,11.0,0.0,1.0,70.0,False,0,1.18,1.75,1.0,1.96,2,2.3,2.0,16.5,4.6,1.0,30,0.19,0.54,0.56,1.51,2,0.82,0.72,MID,Justin_Kluivert,91,1,36.35,AMC,0.3,0.3,1.8,0.98,2.01,0.1,0.1,0.67,7.37,0.06,1.67,0.98,0.29,0.12,29.28,27.86,15.87,0.4,0.11,0.37,0.13,0.83,0.9,0.05,0.1,13.37,7.55,0.15,0.13,0.11,1.47,71,0.26,0.57,1.25,3.39,12.81,12.4,8.68,0.0,0.03,0.12,1.15,0.28,0.03,0.01,0.09,3.44,7.94,0.57,1.43,0.5,0.08,-0.002503475440954772,0.0006961585040545796,-0.10854537181098507,-1.76,0.25,0.07,0.19,0.09,0.15,0.16,1.0,0,1.75,0.0,0.47,0.0,0.05,6.0,0.21,0.1,0.33,0.24,0.07,0.21,0.05,0.11,12.0,13.88,11.38,8.25,-1.0,-0.45,0.14,0.03,0.68
777,0.0,0.0,15.0,0.0,75.0,0.0,0.0,0.0,2024-03-30,1.12,292.0,1.0,0.0,90,9.0,0.0,2.0,43.0,True,2,1.15,1.26,0.91,1.46,0,2.8,2.0,0.7,25.6,,30,0.24,0.53,0.94,1.37,11,1.56,1.02,DEF,Chris_Mepham,91,1,0.0,DC,0.0,0.0,0.0,0.0,1.95,0.01,0.02,1.74,14.28,0.0,0.1,0.32,0.03,0.01,4.73,4.02,12.87,0.07,0.04,0.0,0.03,1.7,0.98,0.13,0.17,4.32,18.35,0.25,0.02,0.02,0.2,36,0.2,0.0,0.0,1.86,2.1,3.5,16.97,0.0,0.0,0.01,1.23,1.09,0.0,0.0,0.01,10.3,9.65,1.37,1.05,7.11,0.02,-0.001939512233624308,0.0003772269541288867,-0.32182132419313275,-0.5,0.01,0.0,0.02,0.0,0.03,0.02,,0,,,4.17,0.0,0.0,15.0,0.06,0.01,0.04,0.0,0.03,0.0,0.0,0.0,18.12,9.38,9.17,15.75,-1.0,-0.99,-0.49,-0.4,-0.46
778,0.0,0.0,0.0,0.0,592.0,0.05,0.05,0.0,2025-05-20,1.44,369.0,2.0,0.0,90,13.0,0.0,0.0,43.0,False,3,2.18,0.87,1.8,0.86,2,2.8,0.0,19.1,8.8,,30,0.15,0.24,0.72,1.57,43,1.06,0.34,DEF,Julián_Araujo Zúñiga,91,1,1.93,Sub,0.21,0.21,0.0,1.0,0.92,0.0,0.01,0.7,2.02,0.0,0.0,0.15,0.0,0.01,2.7,7.52,1.67,0.0,0.0,0.0,0.0,0.83,0.81,0.0,0.0,3.8,4.49,0.31,0.0,0.01,0.0,12,0.1,,,1.03,0.35,0.24,4.73,0.0,0.0,0.0,0.66,0.35,0.06,0.0,0.01,0.0,2.21,0.0,0.86,0.0,0.0,0.0,0.0002100986029937819,0.010494859013026372,-0.06,0.0,0.01,0.0,0.01,0.0,0.01,,0,,,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.0,2.0,1.75,1.5,1.5,,inf,,0.44,
779,0.0,0.0,4.0,0.0,77.0,0.0,0.0,0.0,2025-09-21,0.0,42.0,0.0,0.0,90,15.0,0.0,1.0,40.0,True,3,2.0,0.86,1.54,1.05,2,1.0,4.0,0.7,5.0,4.0,30,0.1,0.16,0.49,1.25,4,0.54,0.27,DEF,James_Hill,91,1,29.38,DC,0.04,0.03,0.4,0.2,1.7,0.03,0.01,0.56,5.5,0.0,0.47,0.22,0.02,0.01,5.87,7.14,5.4,0.0,0.0,0.0,0.05,0.6,0.54,0.02,0.09,1.85,6.82,0.37,0.03,0.01,0.53,20,0.14,0.0,0.0,1.79,4.34,5.79,8.08,0.0,0.0,0.02,0.0,0.22,0.0,0.0,0.01,3.8,6.82,0.95,1.22,1.77,0.02,-8.225155567633567e-06,-3.662868027604439e-05,0.12198890077820336,0.14,0.0,0.0,0.02,0.01,0.01,0.02,4.0,0,3.5,0.0,3.57,0.0,0.0,4.0,0.01,0.03,0.0,0.04,0.0,0.04,0.0,0.01,2.86,8.0,4.67,6.5,-1.0,-0.48,-0.12,-0.25,0.26
780,0.0,0.0,15.0,0.0,74.0,0.02,0.02,0.0,2025-09-27 14:00:00+00:00,1.84,56.0,2.0,0.0,90,11.0,0.0,3.0,45.0,False,0,1.18,1.75,1.0,1.96,2,3.6,2.0,5.0,29.0,13.0,30,0.19,0.54,0.56,1.51,2,0.82,0.72,DEF,Adrien_Truffert,91,1,90.0,nan,0.0,0.0,2.0,0.5,2.98,0.0,0.08,2.15,10.31,0.0,2.0,0.5,0.0,0.07,1.83,16.17,16.17,0.67,0.48,0.0,0.0,1.17,0.91,0.0,0.17,16.26,18.8,0.11,0.0,0.09,2.0,6,0.0,0.0,0.0,2.65,1.38,0.99,18.63,0.0,0.0,0.0,1.56,0.59,0.01,0.01,0.05,8.59,12.93,1.72,2.23,0.0,0.0,-5.173525977060769e-05,-0.005057129866397032,-0.09436700784866682,-0.09,0.0,0.04,0.0,0.05,0.0,0.09,13.0,1,6.83,0.17,0.0,0.0,0.02,15.0,0.0,,0.0,0.0,0.03,,0.07,0.1,21.5,,14.0,13.0,-1.0,-84.96,0.0,0.39,0.25
781,0.0,0.0,2.0,0.0,73.0,0.0,0.0,0.0,2025-08-30,0.0,29.0,0.0,0.0,90,18.0,0.0,1.0,45.0,False,1,1.79,1.56,1.46,1.54,2,0.0,0.0,0.1,0.0,0.0,30,0.2,0.44,1.09,1.54,6,1.59,0.78,DEF,Adam_Smith,91,1,17.48,DR,0.06,0.0,0.11,0.46,2.77,0.01,0.05,0.72,8.93,0.0,0.15,0.46,0.02,0.03,1.02,8.91,7.2,0.0,0.0,0.0,0.0,0.77,0.88,0.0,0.08,6.74,6.63,0.11,0.01,0.05,0.16,93,0.09,0.0,0.0,1.21,0.91,1.44,7.21,0.0,0.01,0.0,0.0,0.62,0.0,0.0,0.03,1.28,6.56,0.64,1.86,0.01,0.0,-0.0004471190528572152,0.0019641520155928103,0.04018970376597238,0.06,0.0,0.01,0.03,0.02,0.02,0.04,0.0,0,5.5,0.0,0.0,0.0,0.0,2.0,0.0,0.01,0.08,0.0,0.05,0.03,0.01,0.0,9.38,4.62,4.5,7.88,-1.0,-5.47,-0.05,-0.37,0.09
782,1.0,1.0,27.0,0.0,72.0,0.22,0.22,0.0,2025-09-27,1.84,56.0,2.0,0.0,90,11.0,0.0,7.0,48.0,False,0,1.18,1.75,1.0,1.96,2,7.9,4.0,16.9,57.8,15.0,30,0.19,0.54,0.56,1.51,2,0.82,0.72,DEF,Marcos_Senesi,91,1,84.74,Sub,0.33,0.33,0.29,0.41,5.48,0.03,0.05,0.96,17.72,0.0,0.26,0.33,0.07,0.04,4.6,9.22,13.5,0.47,0.68,0.03,0.17,1.13,1.0,0.25,0.3,8.04,27.42,0.22,0.03,0.05,0.25,85,0.3,0.1,0.49,2.78,2.25,2.94,19.01,0.0,0.01,0.02,1.56,0.48,0.13,0.0,0.03,15.46,11.67,4.01,3.72,4.6,0.04,-0.0007729845584103573,0.0005493042154842005,-0.0035480251518649514,-0.62,0.02,0.04,0.05,0.03,0.03,0.04,13.0,1,12.5,1.0,4.44,0.0,0.22,27.0,0.02,0.16,0.0,0.04,0.06,0.04,0.03,0.06,13.5,7.62,15.5,10.12,-1.0,5.19,0.05,-0.24,-0.4
783,1.0,2.0,36.0,1.0,85.0,0.17,0.27,0.1,2025-05-25,0.27,371.0,0.0,0.0,90,11.0,0.0,11.0,44.0,True,0,0.69,1.93,1.0,2.06,2,5.1,9.0,12.3,29.6,,30,0.11,0.91,1.01,1.22,13,1.81,1.92,DEF,Illia_Zabarnyi,91,1,7.63,DC,0.03,0.03,1.0,1.0,3.45,0.04,0.04,1.12,14.04,0.0,0.52,0.29,0.03,0.02,2.66,5.45,12.57,0.27,0.53,0.0,0.03,1.1,1.14,0.15,0.4,5.17,19.04,0.16,0.04,0.04,0.4,78,0.23,0.0,0.0,2.01,2.69,4.43,17.41,0.05,0.0,0.03,0.27,0.7,0.08,0.0,0.02,17.44,8.62,5.33,2.35,3.59,0.03,0.00032208244370049476,0.0009392919683860303,0.21266859233138058,-0.34,0.05,0.01,0.02,0.02,0.03,0.03,,0,,,2.38,0.1,0.17,35.0,0.05,0.05,0.02,0.01,0.03,0.02,0.01,0.0,10.75,14.88,11.88,11.75,1.62,3.46,0.31,-0.39,-0.2
784,0.0,0.0,18.0,0.0,67.0,0.0,0.0,0.0,2025-09-27,1.84,56.0,2.0,0.0,90,11.0,6.0,3.0,45.0,False,0,1.18,1.75,1.0,1.96,2,4.7,0.0,0.0,47.0,0.0,30,0.19,0.54,0.56,1.51,2,0.82,0.72,GKP,Đorđe_Petrović,91,1,82.1,GK,0.47,0.47,0.0,0.0,3.84,0.0,0.0,1.19,17.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.21,0.21,0.12,0.0,0.0,1.62,1.46,0.0,0.2,0.0,23.54,0.2,0.0,0.0,0.0,24,0.42,,,1.47,0.0,0.0,24.07,0.0,0.0,0.0,1.56,0.75,0.0,0.0,0.0,10.31,12.36,1.72,2.72,,0.0,0.0,0.0,0.0,-0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.25,18.2,19.2,15.2,,,,,
785,0.0,0.0,13.0,0.0,73.0,0.0,0.0,0.0,2024-08-25,1.61,12.0,1.0,0.0,90,15.0,4.0,3.0,45.0,True,1,2.12,1.03,1.73,1.45,3,3.1,0.0,0.0,30.8,,30,0.09,0.58,1.02,2.23,4,2.12,0.49,GKP,Norberto_Murara Neto,3,1,0.0,GK,0.0,0.0,0.0,0.0,2.91,0.0,0.0,1.59,15.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.13,0.37,0.2,0.0,0.0,1.63,1.44,0.0,0.14,0.0,28.73,0.18,0.0,0.0,0.0,61,0.13,,,1.88,0.0,0.0,29.21,0.0,0.0,0.0,0.93,0.89,0.0,0.0,0.0,8.96,10.93,2.07,1.94,0.0,0.0,0.0,-1.8565278682838829e-06,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.88,18.5,19.0,18.12,,-inf,,,
786,0.0,0.0,3.0,0.0,680.0,0.0,0.0,0.0,2025-09-27,0.78,57.0,2.0,0.0,90,13.0,0.0,1.0,53.0,False,3,2.19,0.88,1.86,0.82,0,0.3,2.0,0.5,0.0,0.0,30,0.13,0.19,0.71,0.98,43,0.42,0.42,FWD,Armando_Broja,90,1,3.95,Sub,0.72,0.5,0.76,0.16,1.27,0.01,0.01,0.6,2.96,0.0,0.77,0.17,0.06,0.01,24.7,13.08,2.5,0.0,0.0,0.0,0.07,0.43,0.43,0.01,0.3,3.8,1.72,0.57,0.02,0.01,0.76,45,0.72,0.1,0.0,2.02,9.65,3.48,1.48,0.0,0.0,0.06,0.36,0.31,0.0,0.0,0.01,3.42,4.86,1.14,1.21,2.23,0.01,-0.002553309887238319,-0.0001640511326627157,-0.2082700707545693,-0.06,0.0,0.0,0.03,0.01,0.01,0.01,0.0,0,1.0,0.0,0.0,0.0,0.0,3.0,0.04,0.06,0.0,0.02,0.02,0.01,0.0,0.01,3.12,1.25,2.12,2.5,-1.0,-0.39,0.01,1.78,9.7
787,0.0,0.0,4.0,0.0,676.0,0.0,0.0,0.0,2025-09-27,0.78,57.0,2.0,0.0,90,13.0,0.0,1.0,50.0,False,3,2.19,0.88,1.86,0.82,0,0.0,0.0,0.0,0.4,0.0,30,0.13,0.19,0.71,0.98,43,0.42,0.42,MID,Lesley_Ugochukwu,90,1,34.25,MC,0.28,0.21,0.0,0.25,1.54,0.02,0.01,1.35,6.7,0.03,0.0,0.25,0.02,0.02,4.19,11.23,7.7,0.1,0.1,0.03,0.03,1.43,1.49,0.01,0.36,4.78,7.17,0.15,0.02,0.01,0.0,43,0.28,1.63,1.41,1.4,2.19,2.68,9.24,0.0,0.0,0.02,0.36,0.93,0.0,0.0,0.01,4.56,6.29,1.14,1.41,0.6,0.02,-0.00023106635675171626,-0.00044995028822148575,-0.05014622822993638,0.12,0.0,0.0,0.02,0.02,0.05,0.05,0.0,0,6.0,0.0,0.0,0.0,0.0,4.0,0.03,0.01,0.0,0.07,0.02,0.05,0.0,0.01,10.75,9.75,3.71,4.0,-1.0,-0.55,,-0.18,-0.34
788,0.0,0.0,4.0,0.0,470.0,0.0,0.0,0.0,2025-09-27,2.03,57.0,5.0,0.0,90,13.0,5.0,1.0,40.0,False,3,2.19,0.88,1.86,0.82,0,4.1,0.0,0.0,40.8,0.0,30,0.13,0.19,0.71,0.98,43,0.42,0.42,GKP,Martin_Dúbravka,90,1,82.14,GK,0.0,0.0,0.0,0.0,3.26,0.0,0.0,2.01,13.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.06,0.12,0.06,0.0,0.0,1.56,1.47,0.0,0.04,0.0,29.03,0.15,0.0,0.0,0.0,16,0.0,,,2.19,0.0,0.0,26.11,0.0,0.0,0.0,0.93,1.09,0.0,0.0,0.0,4.56,9.26,1.14,2.5,,0.0,0.0,0.0,0.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.6,12.4,6.33,12.67,,,,,
789,0.0,0.0,6.0,0.0,217.0,0.03,0.21,0.18,2025-09-27,1.25,57.0,3.0,0.0,90,13.0,0.0,2.0,50.0,False,3,2.19,0.88,1.86,0.82,0,2.6,13.0,11.6,1.6,3.0,30,0.13,0.19,0.71,0.98,43,0.42,0.42,FWD,Lyle_Foster,90,1,82.99,FW,0.35,0.25,1.42,0.79,3.06,0.17,0.04,1.72,11.69,0.13,1.43,0.85,0.18,0.05,19.17,11.98,10.43,0.2,0.23,0.2,0.13,1.77,1.69,0.14,0.08,11.68,12.52,0.15,0.17,0.04,1.5,30,0.4,0.79,1.13,2.96,11.17,15.06,11.89,0.21,0.02,0.13,0.57,1.06,0.03,0.0,0.03,6.84,7.77,2.28,2.33,3.82,0.15,-0.0026678196380457526,-0.0015914119353128756,-0.42163757808644786,-0.41,0.05,0.01,0.12,0.03,0.15,0.06,3.0,0,5.17,0.0,1.25,0.18,0.03,6.0,0.11,0.16,0.07,0.38,0.04,0.06,0.02,0.07,12.38,9.38,6.0,7.8,0.04,-0.05,-0.05,-0.26,-0.19
