,name,CBI
641,Callum_Marshall,0.0
642,Kyle_Walker-Peters,13.77
643,Callum_Wilson,0.0
644,Sam_Johnstone,0.0
645,José_Malheiro de Sá,0.0
646,Daniel_Bentley,0.0
647,Tom_King,0.0
648,Emmanuel_Agbadou,9.191489361702127
649,Matt_Doherty,7.268408551068884
650,Hugo_Bueno López,0.0
651,Yerson_Mosquera Valdelamar,4.05
652,Rodrigo_Martins Gomes,4.23
653,Santiago_Ignacio Bueno,7.8843861740166865
654,Toti_Gomes,8.610792192881746
655,Ki-Jana_Hoever,0.0
656,Bastien_Meupiyou Menadjou,0.0
657,Pedro_Cardoso de Lima,0.63
658,Alfie_Pond,0.0
659,Hwang_Hee-chan,4.14
660,André_Trindade da Costa Neto,13.070388349514564
661,Jean-Ricner_Bellegarde,7.076830732292916
662,Fer_López González,0.0
663,João_Victor Gomes da Silva,11.405042016806723
664,Gonçalo_Manuel Ganchinho Guedes,5.3999999999999995
665,Marshall_Munetsi,6.935933147632313
666,Boubacar_Traoré,0.18
667,Tawanda_Chirewa,0.0
668,Tom_Edozie,0.0
669,Enso_González Medina,0.0
670,Joe_Hodge,0.0
671,Jørgen_Strand Larsen,3.1658291457286434
672,Fábio_Soares Silva,0.0
673,Saša_Kalajdžić,0.0
674,Leon_Chiwome,0.0
675,Nathan_Fraser,0.0
676,Jhon_Arias,0.0
677,Florian_Wirtz,6.6
